Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence
2014-12-01,Hunter New England,112.2,23.38,28.88,17.97,415,0,75,905455,8.283128372
2015-01-01,Hunter New England,60.5,24.02,29.27,18.46,415,0,54,911865,5.921929233
2015-02-01,Hunter New England,16.8,23.11,29.32,17.04,415,0,51,911865,5.592933164
2015-03-01,Hunter New England,20.5,22.46,28.9,16.21,415,0,45,911865,4.934941027
2015-04-01,Hunter New England,116.2,16.46,21.5,11.58,415,0,37,911865,4.057618178
2015-05-01,Hunter New England,63.4,12.8,17.66,8.41,415,0,24,911865,2.631968548
2015-06-01,Hunter New England,62.6,9.98,15.78,4.69,415,4,31,911865,3.399626041
2015-07-01,Hunter New England,41.5,8.36,13.48,3.74,415,5,27,911865,2.960964616
2015-08-01,Hunter New England,28.7,10.2,15.88,4.99,415,6,19,911865,2.083641767
2015-09-01,Hunter New England,13.7,12.97,19.05,6.67,415,0,22,911865,2.412637836
2015-10-01,Hunter New England,26.5,20.13,27,13.17,415,0,32,911865,3.509291397
2015-11-01,Hunter New England,32.3,22.94,29.01,16.51,415,0,38,911865,4.167283534
2015-12-01,Hunter New England,56.7,23.26,29.35,17.13,415,0,43,911865,4.715610315
2016-01-01,Hunter New England,81.5,23.4,29.08,17.66,415,0,37,910401,4.064143163
2016-02-01,Hunter New England,4.4,25.07,31.79,17.67,415,0,53,910401,5.821610477
2016-03-01,Hunter New England,6.5,23.76,29.91,17.57,415,0,55,910401,6.041293891
2016-04-01,Hunter New England,6,20.28,26.96,13.68,415,0,46,910401,5.052718527
2016-05-01,Hunter New England,48.8,14.21,20.21,8.74,415,0,25,910401,2.746042678
2016-06-01,Hunter New England,104.9,10.5,14.61,6.73,415,0,26,910401,2.855884385
2016-07-01,Hunter New England,13.6,9.93,14.8,5.25,415,0,34,910401,3.734618042
2016-08-01,Hunter New England,80.8,10.52,16.18,4.99,415,0,20,910401,2.196834142
2016-09-01,Hunter New England,104.6,13.1,17.95,8.22,415,16,24,910401,2.636200971
2016-10-01,Hunter New England,50.3,15.5,21.67,8.62,415,2,26,910401,2.855884385
2016-11-01,Hunter New England,20.3,20.71,26.95,13.56,415,0,34,910401,3.734618042
2016-12-01,Hunter New England,29.7,25.04,31.12,18.83,415,0,38,910401,4.17398487
2017-01-01,Hunter New England,51.4,26.87,32.96,21.12,415,0,57,918188,6.207878996
2017-02-01,Hunter New England,13.8,26.91,33.28,20.58,415,0,43,918188,4.683136787
2017-03-01,Hunter New England,200.9,21.58,26.39,16.92,415,2,53,918188,5.772238365
2017-04-01,Hunter New England,15.2,16.03,21.74,10.29,415,0,36,918188,3.920765682
2017-05-01,Hunter New England,9.5,13.69,19.35,8.37,415,0,31,918188,3.376214893
2017-06-01,Hunter New England,29.2,10.82,16.53,5.87,415,2,14,918188,1.52474221
2017-07-01,Hunter New England,13.5,8.91,15.41,2.79,415,1,32,918188,3.485125051
2017-08-01,Hunter New England,15.2,10.74,17.18,4.57,415,0,23,918188,2.50493363
2017-09-01,Hunter New England,3.5,15.85,23.16,8.19,415,0,16,918188,1.742562525
2017-10-01,Hunter New England,106.6,18.83,24.5,13.24,415,5,30,918188,3.267304735
2017-11-01,Hunter New England,51.7,19.71,25.72,13.06,415,0,30,918188,3.267304735
2017-12-01,Hunter New England,47.9,24.56,30.65,18.18,415,0,35,918188,3.811855524
2018-01-01,Hunter New England,22.1,26.6,33.23,19.59,415,0,53,926280,5.721811979
2018-02-01,Hunter New England,34.9,24.59,30.97,17.86,415,0,48,926280,5.182018396
2018-03-01,Hunter New England,13.6,23.44,29.77,17.15,415,0,44,926280,4.75018353
2018-04-01,Hunter New England,6.4,20.39,26.72,13.98,415,0,36,926280,3.886513797
2018-05-01,Hunter New England,1,13.88,20.25,7.55,415,0,20,926280,2.159174332
2018-06-01,Hunter New England,10.7,10.46,16.51,4.88,415,0,15,926280,1.619380749
2018-07-01,Hunter New England,2.1,10.38,17.11,4.24,415,0,21,926280,2.267133048
2018-08-01,Hunter New England,21.9,10.75,17.66,4.03,415,0,21,926280,2.267133048
2018-09-01,Hunter New England,16.3,15.37,22.08,8.92,415,0,25,926280,2.698967915
2018-10-01,Hunter New England,59.3,18.92,25.27,12.79,415,0,29,926280,3.130802781
2018-11-01,Hunter New England,54.5,21.49,27.71,14.78,415,0,42,926280,4.534266097
2018-12-01,Hunter New England,64.3,24.71,31.04,18.05,415,0,66,926280,7.125275295
2019-01-01,Hunter New England,9.3,29.66,36.2,23.01,415,0,62,934029,6.63790953
2019-02-01,Hunter New England,4.6,25.62,32.72,18.83,415,0,47,934029,5.031963676
2019-03-01,Hunter New England,88.4,23.81,29.75,17.86,415,0,42,934029,4.496648391
2019-04-01,Hunter New England,1.3,18.85,25.02,12.47,415,0,36,934029,3.854270049
2019-05-01,Hunter New England,19.3,13.91,19.76,8.5,415,0,27,934029,2.890702537
2019-06-01,Hunter New England,9,10.7,16.69,5.53,415,0,29,934029,3.104828651
2019-07-01,Hunter New England,6.4,10.61,16.83,4.7,415,0,16,934029,1.713008911
2019-08-01,Hunter New England,2.1,11.61,18.76,4.26,415,0,20,934029,2.141261139
2019-09-01,Hunter New England,3,16.54,23.72,9.02,415,0,26,934029,2.78363948
2019-10-01,Hunter New England,9.3,20.28,27.5,12.45,415,0,27,934029,2.890702537
2019-11-01,Hunter New England,39.8,22.75,29.65,15.42,415,0,24,934029,2.569513366
2019-12-01,Hunter New England,1.9,27.01,34.31,19.12,415,0,36,934029,3.854270049
2020-01-01,Hunter New England,53.3,27.5,33.68,21.68,415,0,50,942270,5.306334702
2020-02-01,Hunter New England,127.5,23.28,27.97,18.74,415,0,108,942270,11.46168296
2020-03-01,Hunter New England,48,20.55,25.9,15.38,415,0,49,942270,5.200208008
2020-04-01,Hunter New England,53.7,17.07,22.48,11.43,415,0,19,942270,2.016407187
2020-05-01,Hunter New England,17.4,11.92,17.35,6.61,415,0,17,942270,1.804153799
2020-06-01,Hunter New England,19,9.99,15.32,4.95,415,0,10,942270,1.06126694
2020-07-01,Hunter New England,51.2,9.47,14.63,4.75,415,3,13,942270,1.379647023
2020-08-01,Hunter New England,34.9,9.84,15.1,4.73,415,0,12,942270,1.273520329
2020-09-01,Hunter New England,38.2,15.01,21.24,8.73,415,0,15,942270,1.591900411
2020-10-01,Hunter New England,74.5,18.4,24.37,12.18,415,1,17,942270,1.804153799
2020-11-01,Hunter New England,7.6,22.61,29.39,15.23,415,0,31,942270,3.289927515
2020-12-01,Hunter New England,191.7,22.85,28.04,17.93,415,10,50,942270,5.306334702
2021-01-01,Hunter New England,38.5,23.18,28.73,17.48,415,0,64,948531,6.747275524
2021-02-01,Hunter New England,93.7,22.56,28.09,17.52,415,0,44,948531,4.638751923
2021-03-01,Hunter New England,145.5,20.12,24.76,15.64,415,0,31,948531,3.268211582
2021-04-01,Hunter New England,10.9,15.56,21.46,9.48,415,0,37,948531,3.900768662
2021-05-01,Hunter New England,16.2,12.36,18.23,7.29,415,0,23,948531,2.424802141
2021-06-01,Hunter New England,71.4,9.68,14.52,5.34,415,0,20,948531,2.108523601
2021-07-01,Hunter New England,55.7,9.14,13.95,4.74,415,0,15,948531,1.581392701
2021-08-01,Hunter New England,27,11.19,16.89,5.66,415,0,14,948531,1.475966521
2021-09-01,Hunter New England,40.1,13.55,19.97,6.96,415,0,13,948531,1.370540341
2021-10-01,Hunter New England,51.7,17.2,23.12,11.23,415,0,20,948531,2.108523601
2021-11-01,Hunter New England,188.6,19.1,23.59,14.79,415,8,27,948531,2.846506862
2021-12-01,Hunter New England,43.5,21.76,27.23,15.84,415,11,31,948531,3.268211582
2022-01-01,Hunter New England,116.7,23.53,28.92,18.39,415,0,32,955551,3.348853175
2022-02-01,Hunter New England,71.6,21.36,26.54,16.25,415,0,54,955551,5.651189732
2022-03-01,Hunter New England,128.4,19.95,24.81,15.37,415,0,44,955551,4.604673115
2022-04-01,Hunter New England,31.7,17.21,22.48,12.47,415,0,32,955551,3.348853175
2022-05-01,Hunter New England,111,13.89,18.22,9.9,415,0,15,955551,1.569774926
2022-06-01,Hunter New England,13.6,8.16,13.17,3.45,415,0,23,955551,2.406988219
2022-07-01,Hunter New England,44.2,8.96,13.78,4.49,415,0,12,955551,1.255819941
2022-08-01,Hunter New England,72.8,10.74,15.59,5.9,415,0,20,955551,2.093033234
2022-09-01,Hunter New England,98.2,12.94,17.72,8.23,415,0,8,955551,0.837213294
2022-10-01,Hunter New England,144.6,16.35,21.27,11.44,415,9,30,955551,3.139549851
2022-11-01,Hunter New England,57.7,17.53,22.66,11.66,415,9,26,955551,2.720943204
2022-12-01,Hunter New England,34.4,20.19,26.43,13.33,415,0,22,955551,2.302336558
1991-01-01,Illawarra Shoalhaven,57.7,22.06,27.49,17.8,262,0,4,321803,1.242996492
1991-02-01,Illawarra Shoalhaven,51.9,21.33,26.87,17.1,262,0,5,321803,1.553745615
1991-03-01,Illawarra Shoalhaven,24,18.73,24.29,14.21,262,0,5,321803,1.553745615
1991-04-01,Illawarra Shoalhaven,70.6,14.99,20.1,11.06,262,0,5,321803,1.553745615
1991-05-01,Illawarra Shoalhaven,87.4,12.15,16.54,8.63,262,0,0,321803,0
1991-06-01,Illawarra Shoalhaven,268.3,12.46,15.36,10.09,262,11,2,321803,0.621498246
1991-07-01,Illawarra Shoalhaven,145.5,9.32,12.84,6.8,262,7,3,321803,0.932247369
1991-08-01,Illawarra Shoalhaven,8.6,9.92,14.3,6.42,262,0,2,321803,0.621498246
1991-09-01,Illawarra Shoalhaven,20.1,12.08,17.49,7.95,262,0,1,321803,0.310749123
1991-10-01,Illawarra Shoalhaven,42.6,16.1,22.15,10.84,262,0,2,321803,0.621498246
1991-11-01,Illawarra Shoalhaven,38.4,16.27,21.79,11.57,262,0,2,321803,0.621498246
1991-12-01,Illawarra Shoalhaven,150.6,17.66,22.58,13.47,262,0,3,321803,0.932247369
1992-01-01,Illawarra Shoalhaven,107,18.36,23.08,14.59,262,0,1,325021,0.307672427
1992-02-01,Illawarra Shoalhaven,220,18.06,21.99,14.85,262,9,3,325021,0.923017282
1992-03-01,Illawarra Shoalhaven,48.4,18.34,22.63,15.08,262,0,3,325021,0.923017282
1992-04-01,Illawarra Shoalhaven,64.7,14.9,18.9,11.57,262,1,2,325021,0.615344855
1992-05-01,Illawarra Shoalhaven,68.5,12.18,16.24,9.06,262,3,2,325021,0.615344855
1992-06-01,Illawarra Shoalhaven,51,9.44,13.16,6.63,262,1,1,325021,0.307672427
1992-07-01,Illawarra Shoalhaven,11.6,9.5,13.87,6.09,262,0,0,325021,0
1992-08-01,Illawarra Shoalhaven,40.8,9.46,13.93,5.89,262,0,2,325021,0.615344855
1992-09-01,Illawarra Shoalhaven,52.4,10.92,15.97,6.87,262,0,1,325021,0.307672427
1992-10-01,Illawarra Shoalhaven,82.4,13.93,18.65,10.2,262,0,2,325021,0.615344855
1992-11-01,Illawarra Shoalhaven,120.8,15.18,19.77,11.29,262,1,1,325021,0.307672427
1992-12-01,Illawarra Shoalhaven,109.7,17.68,22.03,14.24,262,4,1,325021,0.307672427
1993-01-01,Illawarra Shoalhaven,93.6,21.03,26.34,16.99,262,6,0,328271,0
1993-02-01,Illawarra Shoalhaven,86.4,20.34,25.04,16.52,262,2,2,328271,0.609252721
1993-03-01,Illawarra Shoalhaven,99.9,17.12,21.1,13.94,262,5,1,328271,0.304626361
1993-04-01,Illawarra Shoalhaven,8.9,16,20.93,12,262,0,4,328271,1.218505442
1993-05-01,Illawarra Shoalhaven,23.2,12.73,17.63,8.97,262,0,0,328271,0
1993-06-01,Illawarra Shoalhaven,11.1,9.56,13.73,6.45,262,0,1,328271,0.304626361
1993-07-01,Illawarra Shoalhaven,74.9,10.69,14.75,7.61,262,0,2,328271,0.609252721
1993-08-01,Illawarra Shoalhaven,31,10.88,15.81,7.05,262,0,2,328271,0.609252721
1993-09-01,Illawarra Shoalhaven,69.3,11.96,16.77,7.82,262,4,1,328271,0.304626361
1993-10-01,Illawarra Shoalhaven,71.6,14.52,19.67,9.94,262,2,1,328271,0.304626361
1993-11-01,Illawarra Shoalhaven,64.4,16.13,21.16,11.84,262,0,2,328271,0.609252721
1993-12-01,Illawarra Shoalhaven,62.6,18.46,23.29,14.46,262,0,0,328271,0
1994-01-01,Illawarra Shoalhaven,27.5,20.84,26.74,15.83,262,0,4,331553,1.206443615
1994-02-01,Illawarra Shoalhaven,133.7,20.48,25.35,16.63,262,0,6,331553,1.809665423
1994-03-01,Illawarra Shoalhaven,92.7,16.13,19.94,13.02,262,2,7,331553,2.111276327
1994-04-01,Illawarra Shoalhaven,115.9,15.49,20.29,11.46,262,5,6,331553,1.809665423
1994-05-01,Illawarra Shoalhaven,21.7,12.54,16.83,9.3,262,0,2,331553,0.603221808
1994-06-01,Illawarra Shoalhaven,65.1,10.23,13.93,7.35,262,3,1,331553,0.301610904
1994-07-01,Illawarra Shoalhaven,10.1,9.15,14.27,5.41,262,0,1,331553,0.301610904
1994-08-01,Illawarra Shoalhaven,14.3,9.28,14.54,4.72,262,0,2,331553,0.603221808
1994-09-01,Illawarra Shoalhaven,29.5,12.01,17.83,7.26,262,0,3,331553,0.904832712
1994-10-01,Illawarra Shoalhaven,57.1,14.41,20.56,9.08,262,0,4,331553,1.206443615
1994-11-01,Illawarra Shoalhaven,57.1,17.16,22.83,12.47,262,0,2,331553,0.603221808
1994-12-01,Illawarra Shoalhaven,37.4,19.41,24.95,14.75,262,0,3,331553,0.904832712
1995-01-01,Illawarra Shoalhaven,101.8,19.15,23.65,15.48,262,0,13,334868,3.882126689
1995-02-01,Illawarra Shoalhaven,30.4,19.28,24.03,15.38,262,0,16,334868,4.778002078
1995-03-01,Illawarra Shoalhaven,134.5,16.76,20.71,13.59,262,0,2,334868,0.59725026
1995-04-01,Illawarra Shoalhaven,8.8,13.54,18.32,9.87,262,0,4,334868,1.19450052
1995-05-01,Illawarra Shoalhaven,122.6,12.88,15.88,10.38,262,0,1,334868,0.29862513
1995-06-01,Illawarra Shoalhaven,52.9,9.89,13.24,7.24,262,2,0,334868,0
1995-07-01,Illawarra Shoalhaven,7.6,8.27,12.52,5.24,262,0,0,334868,0
1995-08-01,Illawarra Shoalhaven,1.9,11.73,17.8,6.99,262,0,5,334868,1.49312565
1995-09-01,Illawarra Shoalhaven,107.6,11.69,16.52,7.95,262,0,9,334868,2.687626169
1995-10-01,Illawarra Shoalhaven,122.1,14.38,19.07,10.43,262,4,2,334868,0.59725026
1995-11-01,Illawarra Shoalhaven,107.8,16.73,21.58,12.65,262,6,2,334868,0.59725026
1995-12-01,Illawarra Shoalhaven,88.5,17.16,22.18,12.96,262,4,8,334868,2.389001039
1996-01-01,Illawarra Shoalhaven,94.6,19.31,23.78,16.02,262,1,6,338216,1.774014239
1996-02-01,Illawarra Shoalhaven,58.3,17.61,21.64,14.39,262,0,3,338216,0.88700712
1996-03-01,Illawarra Shoalhaven,35.2,17.34,21.68,13.84,262,0,7,338216,2.069683279
1996-04-01,Illawarra Shoalhaven,88.1,13.99,18.64,10.4,262,0,2,338216,0.59133808
1996-05-01,Illawarra Shoalhaven,83.1,12.64,16.48,9.72,262,5,2,338216,0.59133808
1996-06-01,Illawarra Shoalhaven,52.2,10.19,14.16,7.3,262,0,3,338216,0.88700712
1996-07-01,Illawarra Shoalhaven,64.5,8.81,13.07,5.6,262,4,1,338216,0.29566904
1996-08-01,Illawarra Shoalhaven,109.1,10.04,14.34,6.74,262,1,1,338216,0.29566904
1996-09-01,Illawarra Shoalhaven,53.4,12.97,17.87,8.87,262,7,3,338216,0.88700712
1996-10-01,Illawarra Shoalhaven,44.2,15.06,20.33,10.74,262,1,4,338216,1.18267616
1996-11-01,Illawarra Shoalhaven,77.6,15.5,20.77,10.66,262,0,8,338216,2.365352319
1996-12-01,Illawarra Shoalhaven,66.6,17.75,23.18,13.2,262,0,2,338216,0.59133808
1997-01-01,Illawarra Shoalhaven,110.8,18.31,22.81,14.34,262,0,7,341598,2.049192325
1997-02-01,Illawarra Shoalhaven,56.4,20.31,24.83,16.98,262,0,7,341598,2.049192325
1997-03-01,Illawarra Shoalhaven,109.4,18.07,22.35,14.82,262,2,6,341598,1.756450565
1997-04-01,Illawarra Shoalhaven,7,15.94,21.51,11.67,262,0,2,341598,0.585483522
1997-05-01,Illawarra Shoalhaven,83.5,12.9,16.69,9.8,262,0,1,341598,0.292741761
1997-06-01,Illawarra Shoalhaven,66.3,9.84,14.36,6.36,262,4,0,341598,0
1997-07-01,Illawarra Shoalhaven,30.3,8.57,13.05,4.98,262,0,5,341598,1.463708804
1997-08-01,Illawarra Shoalhaven,5.8,9.89,15.2,5.72,262,0,4,341598,1.170967043
1997-09-01,Illawarra Shoalhaven,103.9,11.99,16.35,8.52,262,4,6,341598,1.756450565
1997-10-01,Illawarra Shoalhaven,34.6,15.67,21.27,10.68,262,3,8,341598,2.341934086
1997-11-01,Illawarra Shoalhaven,27.9,18.65,24.32,13.89,262,0,2,341598,0.585483522
1997-12-01,Illawarra Shoalhaven,59.9,20.59,26.53,15.8,262,0,9,341598,2.634675847
1998-01-01,Illawarra Shoalhaven,59.7,21.07,26.15,17,262,0,7,345014,2.028903175
1998-02-01,Illawarra Shoalhaven,23.7,21.95,27.59,16.95,262,0,9,345014,2.608589796
1998-03-01,Illawarra Shoalhaven,32.3,19.79,25.35,15.44,262,0,5,345014,1.449216554
1998-04-01,Illawarra Shoalhaven,82.3,15.93,20.47,12.41,262,0,4,345014,1.159373243
1998-05-01,Illawarra Shoalhaven,108.5,13.02,16.64,10.44,262,0,4,345014,1.159373243
1998-06-01,Illawarra Shoalhaven,93.2,10.29,13.86,7.55,262,0,4,345014,1.159373243
1998-07-01,Illawarra Shoalhaven,38.2,8.8,12.94,5.45,262,0,3,345014,0.869529932
1998-08-01,Illawarra Shoalhaven,304.4,10.58,14.32,7.61,262,19,3,345014,0.869529932
1998-09-01,Illawarra Shoalhaven,37.2,14.03,19.13,9.98,262,0,5,345014,1.449216554
1998-10-01,Illawarra Shoalhaven,58.9,14.91,20.07,10.16,262,0,6,345014,1.739059864
1998-11-01,Illawarra Shoalhaven,86.1,15.07,18.96,11.63,262,0,7,345014,2.028903175
1998-12-01,Illawarra Shoalhaven,54.1,18.9,23.75,14.72,262,0,2,345014,0.579686621
1999-01-01,Illawarra Shoalhaven,97.2,20.98,25.77,17.27,262,0,18,348464,5.165526425
1999-02-01,Illawarra Shoalhaven,65.4,19.49,23.58,16.07,262,0,10,348464,2.869736903
1999-03-01,Illawarra Shoalhaven,65.6,18.88,23.54,15.22,262,0,13,348464,3.730657973
1999-04-01,Illawarra Shoalhaven,75.4,13.83,17.7,11,262,0,18,348464,5.165526425
1999-05-01,Illawarra Shoalhaven,5.5,12.97,17.94,9.11,262,0,1,348464,0.28697369
1999-06-01,Illawarra Shoalhaven,32.7,10.09,14.01,7.15,262,0,5,348464,1.434868451
1999-07-01,Illawarra Shoalhaven,66.5,9.6,13.76,6.42,262,4,7,348464,2.008815832
1999-08-01,Illawarra Shoalhaven,36,10.27,15.36,6.02,262,0,4,348464,1.147894761
1999-09-01,Illawarra Shoalhaven,29.6,13.34,18.61,9.15,262,0,2,348464,0.573947381
1999-10-01,Illawarra Shoalhaven,150.8,15.29,19.99,11.51,262,5,2,348464,0.573947381
1999-11-01,Illawarra Shoalhaven,56.6,14.67,19.23,10.26,262,6,2,348464,0.573947381
1999-12-01,Illawarra Shoalhaven,99.5,17.67,22.35,13.61,262,3,8,348464,2.295789522
2000-01-01,Illawarra Shoalhaven,60.1,17.73,22.65,13.78,262,0,8,351948,2.273063066
2000-02-01,Illawarra Shoalhaven,20.1,21.05,26.81,16.19,262,0,3,351948,0.85239865
2000-03-01,Illawarra Shoalhaven,109.2,18.79,23.19,15.5,262,0,8,351948,2.273063066
2000-04-01,Illawarra Shoalhaven,49.1,15.06,19.8,11.24,262,2,3,351948,0.85239865
2000-05-01,Illawarra Shoalhaven,33.1,11.76,16.25,8.35,262,0,4,351948,1.136531533
2000-06-01,Illawarra Shoalhaven,44.6,9.07,13.71,5.54,262,1,1,351948,0.284132883
2000-07-01,Illawarra Shoalhaven,14.2,8.86,13.46,5.52,262,1,1,351948,0.284132883
2000-08-01,Illawarra Shoalhaven,24.8,9.48,14.47,5.59,262,0,2,351948,0.568265767
2000-09-01,Illawarra Shoalhaven,57.2,13.81,19.61,9.62,262,0,3,351948,0.85239865
2000-10-01,Illawarra Shoalhaven,45,14.65,19.67,10.44,262,0,4,351948,1.136531533
2000-11-01,Illawarra Shoalhaven,136,16.63,20.72,13.43,262,3,5,351948,1.420664416
2000-12-01,Illawarra Shoalhaven,61.3,19.82,25.7,14.81,262,0,13,351948,3.693727482
2001-01-01,Illawarra Shoalhaven,52.1,21.42,27.48,16.82,262,0,6,355467,1.687920398
2001-02-01,Illawarra Shoalhaven,88.4,20.58,25.37,16.74,262,0,2,355467,0.562640133
2001-03-01,Illawarra Shoalhaven,50,17.83,21.94,14.66,262,0,6,355467,1.687920398
2001-04-01,Illawarra Shoalhaven,56.2,15.49,20.66,11.47,262,0,2,355467,0.562640133
2001-05-01,Illawarra Shoalhaven,50.4,11.3,15.72,7.87,262,0,3,355467,0.843960199
2001-06-01,Illawarra Shoalhaven,13.3,10.63,15.71,6.84,262,0,9,355467,2.531880597
2001-07-01,Illawarra Shoalhaven,60.3,9.63,13.53,6.86,262,0,2,355467,0.562640133
2001-08-01,Illawarra Shoalhaven,68.2,10.09,15.18,6.33,262,0,2,355467,0.562640133
2001-09-01,Illawarra Shoalhaven,48.7,13.65,19.23,9.14,262,0,2,355467,0.562640133
2001-10-01,Illawarra Shoalhaven,49.4,14.65,20.09,9.91,262,0,5,355467,1.406600331
2001-11-01,Illawarra Shoalhaven,80.5,15.97,21.34,11.17,262,0,4,355467,1.125280265
2001-12-01,Illawarra Shoalhaven,36.4,18.57,24.21,13.91,262,0,2,355467,0.562640133
2002-01-01,Illawarra Shoalhaven,76.3,19.72,24.92,15.62,262,0,2,358976,0.55714031
2002-02-01,Illawarra Shoalhaven,175.9,18.41,22.4,15.35,262,0,14,358976,3.899982172
2002-03-01,Illawarra Shoalhaven,62.9,17.93,22.59,14.5,262,0,6,358976,1.671420931
2002-04-01,Illawarra Shoalhaven,54.7,16.33,21.07,12.76,262,0,7,358976,1.949991086
2002-05-01,Illawarra Shoalhaven,51.5,12.15,16.65,8.72,262,0,3,358976,0.835710465
2002-06-01,Illawarra Shoalhaven,10.1,10.61,14.91,7.27,262,0,4,358976,1.11428062
2002-07-01,Illawarra Shoalhaven,8.8,9.4,14.81,5.32,262,0,4,358976,1.11428062
2002-08-01,Illawarra Shoalhaven,12,10.67,16.76,5.91,262,0,1,358976,0.278570155
2002-09-01,Illawarra Shoalhaven,25.7,13.73,20.09,8.32,262,0,1,358976,0.278570155
2002-10-01,Illawarra Shoalhaven,45,15.81,22.14,10.38,262,0,2,358976,0.55714031
2002-11-01,Illawarra Shoalhaven,29.2,18.74,25.16,13.33,262,0,3,358976,0.835710465
2002-12-01,Illawarra Shoalhaven,55.6,18.98,25.09,14.01,262,0,6,358976,1.671420931
2003-01-01,Illawarra Shoalhaven,50.1,20.6,26.42,15.84,262,0,9,361200,2.491694352
2003-02-01,Illawarra Shoalhaven,88.6,20.6,25.14,17.33,262,0,14,361200,3.875968992
2003-03-01,Illawarra Shoalhaven,106.2,17.27,21.5,13.89,262,0,8,361200,2.214839424
2003-04-01,Illawarra Shoalhaven,86.5,15.01,18.61,12.26,262,0,10,361200,2.76854928
2003-05-01,Illawarra Shoalhaven,135.3,12.85,16.48,9.98,262,4,6,361200,1.661129568
2003-06-01,Illawarra Shoalhaven,39.2,10.77,15.17,7.7,262,0,2,361200,0.553709856
2003-07-01,Illawarra Shoalhaven,30.8,9.56,14.08,6.14,262,0,3,361200,0.830564784
2003-08-01,Illawarra Shoalhaven,40.2,10.11,15.34,5.73,262,0,1,361200,0.276854928
2003-09-01,Illawarra Shoalhaven,13.2,13.03,18.52,8.4,262,0,1,361200,0.276854928
2003-10-01,Illawarra Shoalhaven,98.2,13.16,18.4,9.2,262,0,9,361200,2.491694352
2003-11-01,Illawarra Shoalhaven,117,16.15,21.62,11.08,262,0,4,361200,1.107419712
2003-12-01,Illawarra Shoalhaven,38.8,19.56,24.87,15.07,262,0,5,361200,1.38427464
2004-01-01,Illawarra Shoalhaven,90.8,20.74,26.19,16.35,262,0,3,362244,0.828171067
2004-02-01,Illawarra Shoalhaven,86.1,20.89,26.64,16.56,262,0,6,362244,1.656342134
2004-03-01,Illawarra Shoalhaven,43.1,18.18,23.02,14.54,262,0,6,362244,1.656342134
2004-04-01,Illawarra Shoalhaven,74,16.02,20.46,12.54,262,1,10,362244,2.760570223
2004-05-01,Illawarra Shoalhaven,25.2,11.97,16.85,8.17,262,0,5,362244,1.380285112
2004-06-01,Illawarra Shoalhaven,7.2,10.73,15.43,7.39,262,0,1,362244,0.276057022
2004-07-01,Illawarra Shoalhaven,22.9,9.32,14.23,5.76,262,0,1,362244,0.276057022
2004-08-01,Illawarra Shoalhaven,34.2,10.72,15.65,7.08,262,0,4,362244,1.104228089
2004-09-01,Illawarra Shoalhaven,40,12.77,18.41,8.32,262,0,3,362244,0.828171067
2004-10-01,Illawarra Shoalhaven,134.6,15.36,20.58,11.09,262,1,6,362244,1.656342134
2004-11-01,Illawarra Shoalhaven,67.5,17.56,23.23,12.47,262,3,4,362244,1.104228089
2004-12-01,Illawarra Shoalhaven,118.5,18.18,23.4,14.32,262,6,11,362244,3.036627246
2005-01-01,Illawarra Shoalhaven,96.8,19.95,25.55,15.72,262,0,5,363562,1.375281245
2005-02-01,Illawarra Shoalhaven,131.7,19.3,24.54,15.15,262,3,5,363562,1.375281245
2005-03-01,Illawarra Shoalhaven,64.4,16.92,21.4,13.27,262,1,13,363562,3.575731237
2005-04-01,Illawarra Shoalhaven,25.4,17.35,22.89,13.27,262,0,10,363562,2.75056249
2005-05-01,Illawarra Shoalhaven,49,12.78,17.03,9.59,262,0,5,363562,1.375281245
2005-06-01,Illawarra Shoalhaven,74.2,10.94,15.37,7.68,262,0,0,363562,0
2005-07-01,Illawarra Shoalhaven,59.4,10,14.72,6.4,262,6,5,363562,1.375281245
2005-08-01,Illawarra Shoalhaven,16.3,10.56,16.65,5.67,262,0,4,363562,1.100224996
2005-09-01,Illawarra Shoalhaven,54.8,12.72,17.92,8.48,262,0,2,363562,0.550112498
2005-10-01,Illawarra Shoalhaven,114.8,16.25,21.28,12.13,262,1,4,363562,1.100224996
2005-11-01,Illawarra Shoalhaven,119.4,17.3,22.18,13.35,262,6,17,363562,4.675956233
2005-12-01,Illawarra Shoalhaven,15.9,20.92,27.86,15.12,262,2,2,363562,0.550112498
2006-01-01,Illawarra Shoalhaven,87.7,21.42,26.68,17.43,262,0,9,364455,2.469440672
2006-02-01,Illawarra Shoalhaven,33.6,20.96,26.79,16.76,262,0,15,364455,4.115734453
2006-03-01,Illawarra Shoalhaven,35.4,19.29,24.25,15.72,262,0,25,364455,6.859557421
2006-04-01,Illawarra Shoalhaven,5.7,15.08,20.8,10.35,262,0,3,364455,0.823146891
2006-05-01,Illawarra Shoalhaven,42.5,11.76,16.6,8.17,262,0,5,364455,1.371911484
2006-06-01,Illawarra Shoalhaven,85,8.76,13.2,5.41,262,0,2,364455,0.548764594
2006-07-01,Illawarra Shoalhaven,65.3,9.55,13.34,6.6,262,0,8,364455,2.195058375
2006-08-01,Illawarra Shoalhaven,26,10.41,15.97,6.06,262,0,4,364455,1.097529187
2006-09-01,Illawarra Shoalhaven,50.5,14.2,19.94,9.59,262,0,9,364455,2.469440672
