Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence
2013-08-01,Northern NSW,2.4,14.52,22.22,7.35,91,0,10,295723,3.381542863
2013-09-01,Northern NSW,27.7,19.06,26.51,12.62,91,0,8,295723,2.70523429
2013-10-01,Northern NSW,28.9,21.1,28.06,15.18,91,0,14,295723,4.734160008
2013-11-01,Northern NSW,216.9,21.24,27.81,15.71,91,0,23,295723,7.777548584
2013-12-01,Northern NSW,24.3,22.94,29.37,17.79,91,0,27,295723,9.130165729
2014-01-01,Northern NSW,26.4,24.08,29.6,19.59,91,0,25,297565,8.401525717
2014-02-01,Northern NSW,17,23.83,29.01,19.61,91,0,31,297565,10.41789189
2014-03-01,Northern NSW,182.9,22.11,26.86,18.54,91,5,29,297565,9.745769832
2014-04-01,Northern NSW,28.6,20.29,25.34,15.83,91,5,25,297565,8.401525717
2014-05-01,Northern NSW,21.5,16.67,21.81,12.12,91,0,24,297565,8.065464688
2014-06-01,Northern NSW,10.1,14.39,20.1,9.37,91,0,15,297565,5.04091543
2014-07-01,Northern NSW,12.8,12.31,19.7,5.48,91,0,12,297565,4.032732344
2014-08-01,Northern NSW,149.7,13.89,19,9.7,91,5,14,297565,4.704854402
2014-09-01,Northern NSW,21.1,16.3,22.72,10.73,91,2,14,297565,4.704854402
2014-10-01,Northern NSW,7.1,20.87,28.48,14.5,91,0,14,297565,4.704854402
2014-11-01,Northern NSW,66.1,23.9,30.52,18.87,91,0,19,297565,6.385159545
2014-12-01,Northern NSW,160.6,23.77,30.04,19.28,91,0,23,297565,7.72940366
2015-01-01,Northern NSW,115.8,23.91,28.97,20.09,91,0,41,299624,13.68381705
2015-02-01,Northern NSW,246.3,22.15,26.14,19.18,91,7,34,299624,11.3475556
2015-03-01,Northern NSW,96.5,22.87,28.01,18.89,91,3,42,299624,14.01756869
2015-04-01,Northern NSW,107.9,18.64,23.61,14.53,91,1,36,299624,12.01505887
2015-05-01,Northern NSW,90.8,16.2,21.42,11.64,91,7,28,299624,9.345045791
2015-06-01,Northern NSW,17.4,13.93,18.71,9.71,91,0,20,299624,6.675032708
2015-07-01,Northern NSW,26.7,12.44,18.07,7.52,91,0,10,299624,3.337516354
2015-08-01,Northern NSW,18.1,14.72,21.46,8.65,91,0,9,299624,3.003764718
2015-09-01,Northern NSW,37.6,16.25,22.7,10.57,91,0,9,299624,3.003764718
2015-10-01,Northern NSW,32.4,20.48,27.22,14.83,91,0,15,299624,5.006274531
2015-11-01,Northern NSW,156.3,23,29.15,18.21,91,1,18,299624,6.007529437
2015-12-01,Northern NSW,77.6,22.65,27.99,18.12,91,0,19,299624,6.341281072
2016-01-01,Northern NSW,101.8,23.69,29.52,18.78,91,0,30,298691,10.04382455
2016-02-01,Northern NSW,28.6,24.22,29.66,20.12,91,0,34,298691,11.38300116
2016-03-01,Northern NSW,154.4,22.47,27.1,19.17,91,6,37,298691,12.38738362
2016-04-01,Northern NSW,24.4,20.52,25.29,16.72,91,0,24,298691,8.035059644
2016-05-01,Northern NSW,9.9,17.86,24.39,11.65,91,0,16,298691,5.356706429
2016-06-01,Northern NSW,193.6,14.42,18.79,10.58,91,8,22,298691,7.36547134
2016-07-01,Northern NSW,21.3,13.86,19.63,8.73,91,0,14,298691,4.687118125
2016-08-01,Northern NSW,102,14.22,19.91,8.91,91,5,18,298691,6.026294733
2016-09-01,Northern NSW,46.5,17.27,23.04,12.18,91,0,12,298691,4.017529822
2016-10-01,Northern NSW,28.8,19.23,26.19,12.88,91,0,19,298691,6.361088884
2016-11-01,Northern NSW,38.6,22.82,30.16,16.55,91,0,20,298691,6.695883036
2016-12-01,Northern NSW,41.5,25.19,32.17,19.62,91,0,26,298691,8.704647947
2017-01-01,Northern NSW,96.5,25.95,31.8,21.55,91,0,53,300721,17.62430958
2017-02-01,Northern NSW,66.9,26.04,32.13,21.54,91,0,39,300721,12.96883157
2017-03-01,Northern NSW,404.2,22.52,26.76,19.41,91,3,50,300721,16.62670715
2017-04-01,Northern NSW,22.5,18.5,22.92,14.65,91,5,34,300721,11.30616086
2017-05-01,Northern NSW,41.1,16.44,21.28,12.1,91,0,28,300721,9.310956002
2017-06-01,Northern NSW,116.7,14.42,18.91,10.34,91,0,17,300721,5.65308043
2017-07-01,Northern NSW,8.8,12.83,19.98,6.46,91,0,10,300721,3.325341429
2017-08-01,Northern NSW,2.3,14.77,22.4,7.78,91,0,9,300721,2.992807286
2017-09-01,Northern NSW,0.3,19.08,27.33,11.3,91,0,7,300721,2.327739001
2017-10-01,Northern NSW,181.6,20.23,25.45,16,91,0,17,300721,5.65308043
2017-11-01,Northern NSW,124,19.8,24.54,15.83,91,2,24,300721,7.980819431
2017-12-01,Northern NSW,200.7,23.99,30.19,19.02,91,8,30,300721,9.976024288
2018-01-01,Northern NSW,77.8,24.47,30.73,19.56,91,4,25,302878,8.254148535
2018-02-01,Northern NSW,157.6,23.33,28.41,19.39,91,6,30,302878,9.904978242
2018-03-01,Northern NSW,111.6,22.42,26.79,19.17,91,6,35,302878,11.55580795
2018-04-01,Northern NSW,33.9,20.22,24.95,16.27,91,0,30,302878,9.904978242
2018-05-01,Northern NSW,26.2,16.09,21.67,11.05,91,0,27,302878,8.914480418
2018-06-01,Northern NSW,19.1,13.61,19.35,8.43,91,0,13,302878,4.292157238
2018-07-01,Northern NSW,10,13.72,20.68,7.48,91,0,11,302878,3.631825355
2018-08-01,Northern NSW,30.7,14.07,21.95,6.79,91,0,8,302878,2.641327531
2018-09-01,Northern NSW,56.3,16.7,22.75,11.63,91,0,11,302878,3.631825355
2018-10-01,Northern NSW,172.8,19.02,24.41,14.77,91,2,16,302878,5.282655062
2018-11-01,Northern NSW,31.8,22.51,29.11,16.83,91,0,21,302878,6.933484769
2018-12-01,Northern NSW,107.2,23.59,29.77,18.84,91,0,18,302878,5.942986945
2019-01-01,Northern NSW,10.9,26.47,33.15,21.25,91,0,36,304784,11.81164366
2019-02-01,Northern NSW,11.4,24.72,30.23,20.35,91,0,30,304784,9.84303638
2019-03-01,Northern NSW,67.8,23.9,29.34,19.75,91,0,31,304784,10.17113759
2019-04-01,Northern NSW,39.2,20.05,24.35,16.45,91,0,30,304784,9.84303638
2019-05-01,Northern NSW,16.7,17.04,22.46,12.1,91,0,21,304784,6.890125466
2019-06-01,Northern NSW,48.1,14.53,19.68,10.13,91,0,11,304784,3.609113339
2019-07-01,Northern NSW,11.8,14.17,20.61,8.44,91,0,12,304784,3.937214552
2019-08-01,Northern NSW,14.7,15.37,22.47,8.78,91,0,12,304784,3.937214552
2019-09-01,Northern NSW,8.6,18.38,26.19,11.55,91,0,10,304784,3.281012127
2019-10-01,Northern NSW,35.2,20.54,27.79,14.5,91,0,23,304784,7.546327891
2019-11-01,Northern NSW,8.8,24.23,32.77,17.06,91,0,20,304784,6.562024253
2019-12-01,Northern NSW,60.5,24.96,32.27,18.93,91,0,32,304784,10.49923881
2020-01-01,Northern NSW,158.5,26.11,32.21,21.53,91,0,36,307536,11.70594662
2020-02-01,Northern NSW,381.5,23.93,28.14,20.81,91,11,60,307536,19.50991103
2020-03-01,Northern NSW,85.4,21.49,25.67,18.07,91,0,41,307536,13.33177254
2020-04-01,Northern NSW,37.7,19.88,25.47,14.78,91,0,30,307536,9.754955517
2020-05-01,Northern NSW,17.7,15.79,20.81,11.37,91,0,20,307536,6.503303678
2020-06-01,Northern NSW,50,14.06,19.06,9.6,91,0,23,307536,7.47879923
2020-07-01,Northern NSW,90.5,13.37,18.87,8.48,91,2,6,307536,1.950991103
2020-08-01,Northern NSW,32.3,14.24,20.83,8.43,91,0,3,307536,0.975495552
2020-09-01,Northern NSW,18.3,17.78,23.8,12.29,91,0,10,307536,3.251651839
2020-10-01,Northern NSW,57,20.56,27.4,15.05,91,0,11,307536,3.576817023
2020-11-01,Northern NSW,5.8,23,30.08,16.84,91,0,17,307536,5.527808127
2020-12-01,Northern NSW,275.3,24.28,29.97,20.13,91,6,31,307536,10.0801207
2021-01-01,Northern NSW,134.9,23.17,28.28,19.18,91,1,40,308485,12.96659481
2021-02-01,Northern NSW,253.1,22.9,27.99,19.44,91,6,40,308485,12.96659481
2021-03-01,Northern NSW,274.9,21.58,26.02,18.28,91,6,54,308485,17.50490299
2021-04-01,Northern NSW,70.1,17.89,22.95,13.24,91,0,18,308485,5.834967665
2021-05-01,Northern NSW,45.2,15.64,20.68,11.16,91,0,26,308485,8.428286627
2021-06-01,Northern NSW,26.4,13.33,18.84,8.4,91,0,17,308485,5.510802794
2021-07-01,Northern NSW,46.5,13.02,18.65,8.1,91,0,10,308485,3.241648703
2021-08-01,Northern NSW,20.1,15.09,21.63,8.96,91,0,10,308485,3.241648703
2021-09-01,Northern NSW,23.3,17.2,24.07,10.94,91,0,11,308485,3.565813573
2021-10-01,Northern NSW,176.1,19.85,25.92,14.49,91,0,29,308485,9.400781237
2021-11-01,Northern NSW,223,20.52,25.07,16.9,91,1,27,308485,8.752451497
2021-12-01,Northern NSW,142.6,22.59,28.02,18.39,91,5,35,308485,11.34577046
2022-01-01,Northern NSW,135.4,22.99,27.04,19.9,91,0,31,309630,10.01194975
2022-02-01,Northern NSW,439,21.99,25.78,18.84,91,5,28,309630,9.043051384
2022-03-01,Northern NSW,310.3,21.46,25.76,18.25,91,9,38,309630,12.27271259
2022-04-01,Northern NSW,76.5,19.49,23.68,16.22,91,2,29,309630,9.366017505
2022-05-01,Northern NSW,160.1,17.39,20.62,14.99,91,0,15,309630,4.844491813
2022-06-01,Northern NSW,7.1,12.4,18.54,6.71,91,0,13,309630,4.198559571
2022-07-01,Northern NSW,69.8,12.48,17.46,7.98,91,0,12,309630,3.87559345
2022-08-01,Northern NSW,20.1,14.07,20.29,8.4,91,0,12,309630,3.87559345
2022-09-01,Northern NSW,144.5,16.36,22.08,11.52,91,0,7,309630,2.260762846
2022-10-01,Northern NSW,184.6,18.51,23.15,14.37,91,3,10,309630,3.229661209
2022-11-01,Northern NSW,29.6,20.52,26.47,15.22,91,0,14,309630,4.521525692
2022-12-01,Northern NSW,78.2,20.97,26.15,16.63,91,0,16,309630,5.167457934
1991-01-01,Northern Sydney,81.7,23.88,28.1,20.49,121,1,7,745417,0.939071687
1991-02-01,Northern Sydney,14.9,23.09,26.88,19.95,121,0,9,745417,1.207377884
1991-03-01,Northern Sydney,18.7,20.95,25.2,17.22,121,0,14,745417,1.878143375
1991-04-01,Northern Sydney,9.1,17.21,21.39,13.52,121,0,6,745417,0.804918589
1991-05-01,Northern Sydney,85.1,14.86,18.16,12.05,121,3,11,745417,1.47568408
1991-06-01,Northern Sydney,162.6,14.09,17.37,11.31,121,5,7,745417,0.939071687
1991-07-01,Northern Sydney,73.1,10.81,14.48,7.8,121,4,9,745417,1.207377884
1991-08-01,Northern Sydney,8.5,11.78,16.4,7.77,121,0,1,745417,0.134153098
1991-09-01,Northern Sydney,7.1,14.02,19.27,9.42,121,0,3,745417,0.402459295
1991-10-01,Northern Sydney,12.2,17.86,23.08,13.34,121,0,9,745417,1.207377884
1991-11-01,Northern Sydney,34.8,18.21,22.77,14.3,121,0,10,745417,1.341530982
1991-12-01,Northern Sydney,143.2,19.43,23.15,15.85,121,5,8,745417,1.073224786
1992-01-01,Northern Sydney,57.3,20.43,24.34,17.27,121,1,3,749088,0.400486992
1992-02-01,Northern Sydney,330.7,20.34,23.05,17.9,121,9,4,749088,0.533982656
1992-03-01,Northern Sydney,66.3,19.96,22.94,17.31,121,0,18,749088,2.402921953
1992-04-01,Northern Sydney,53.3,16.96,20.2,14.08,121,1,9,749088,1.201460977
1992-05-01,Northern Sydney,14.4,14.23,17.53,11.23,121,0,12,749088,1.601947969
1992-06-01,Northern Sydney,20.6,11.25,15.15,7.84,121,2,5,749088,0.66747832
1992-07-01,Northern Sydney,13.1,11.34,16.01,7.4,121,0,6,749088,0.800973984
1992-08-01,Northern Sydney,20.6,11.75,16.17,7.87,121,0,5,749088,0.66747832
1992-09-01,Northern Sydney,26,13.1,18,8.76,121,0,8,749088,1.067965312
1992-10-01,Northern Sydney,38.5,16.09,20.01,12.64,121,0,7,749088,0.934469648
1992-11-01,Northern Sydney,104.7,17.53,21.51,13.87,121,2,8,749088,1.067965312
1992-12-01,Northern Sydney,104.1,19.71,23.1,16.89,121,3,9,749088,1.201460977
1993-01-01,Northern Sydney,75.6,22.5,26.62,19.2,121,3,10,752777,1.328414657
1993-02-01,Northern Sydney,52.8,22.21,26.32,18.84,121,2,8,752777,1.062731725
1993-03-01,Northern Sydney,57.1,19.26,22.4,16.35,121,2,15,752777,1.992621985
1993-04-01,Northern Sydney,24.3,17.95,22.04,14.23,121,0,9,752777,1.195573191
1993-05-01,Northern Sydney,15.6,14.53,18.57,10.94,121,0,4,752777,0.531365863
1993-06-01,Northern Sydney,40.4,11.32,15.31,7.87,121,2,3,752777,0.398524397
1993-07-01,Northern Sydney,63.5,12.37,16.08,9.13,121,3,5,752777,0.664207328
1993-08-01,Northern Sydney,25.2,12.55,17.17,8.63,121,1,8,752777,1.062731725
1993-09-01,Northern Sydney,58.1,13.91,18.06,10,121,3,6,752777,0.797048794
1993-10-01,Northern Sydney,46.7,16.59,20.86,12.43,121,2,5,752777,0.664207328
1993-11-01,Northern Sydney,62.1,18.19,22.54,14.4,121,1,7,752777,0.92989026
1993-12-01,Northern Sydney,33.3,20.67,24.67,17.14,121,0,6,752777,0.797048794
1994-01-01,Northern Sydney,19.7,23.28,28.05,19.34,121,0,6,756484,0.793143014
1994-02-01,Northern Sydney,107.9,22.1,25.71,19.16,121,6,19,756484,2.511619545
1994-03-01,Northern Sydney,55.8,18.26,21.04,15.57,121,2,14,756484,1.850667033
1994-04-01,Northern Sydney,50,17.56,21.5,13.93,121,3,9,756484,1.189714521
1994-05-01,Northern Sydney,18.6,14.62,19.01,10.81,121,0,10,756484,1.321905024
1994-06-01,Northern Sydney,32.8,12.1,16.13,8.7,121,3,7,756484,0.925333517
1994-07-01,Northern Sydney,3.3,10.95,15.94,6.73,121,0,4,756484,0.52876201
1994-08-01,Northern Sydney,12.7,11.67,16.65,7.23,121,0,9,756484,1.189714521
1994-09-01,Northern Sydney,9.6,14.32,20.13,9.2,121,0,4,756484,0.52876201
1994-10-01,Northern Sydney,22,16.64,21.86,11.92,121,1,8,756484,1.057524019
1994-11-01,Northern Sydney,59.2,19.27,24.09,15.14,121,2,9,756484,1.189714521
1994-12-01,Northern Sydney,37,20.83,24.86,17.29,121,2,13,756484,1.718476531
1995-01-01,Northern Sydney,112.7,20.63,23.97,17.76,121,2,20,760209,2.630855462
1995-02-01,Northern Sydney,32,20.94,24.34,17.92,121,0,15,760209,1.973141597
1995-03-01,Northern Sydney,98.2,19.11,22.7,16.11,121,4,6,760209,0.789256639
1995-04-01,Northern Sydney,6.9,15.96,19.95,12.39,121,0,11,760209,1.446970504
1995-05-01,Northern Sydney,80.5,15.05,17.75,12.61,121,4,14,760209,1.841598823
1995-06-01,Northern Sydney,46.3,11.73,15.3,8.89,121,1,6,760209,0.789256639
1995-07-01,Northern Sydney,3.5,10.28,14.74,6.59,121,0,12,760209,1.578513277
1995-08-01,Northern Sydney,0.2,13.65,19.49,8.65,121,0,8,760209,1.052342185
1995-09-01,Northern Sydney,165.4,13.89,18.11,10.23,121,3,5,760209,0.657713866
1995-10-01,Northern Sydney,29.3,16.44,20.8,12.7,121,1,13,760209,1.71005605
1995-11-01,Northern Sydney,78.3,19.19,23.35,15.53,121,2,16,760209,2.10468437
1995-12-01,Northern Sydney,68.8,18.93,22.71,15.58,121,1,10,760209,1.315427731
1996-01-01,Northern Sydney,90.9,21.46,24.75,18.81,121,5,12,763952,1.570779316
1996-02-01,Northern Sydney,28.4,20.1,23.38,17.18,121,0,16,763952,2.094372421
1996-03-01,Northern Sydney,27,19.37,22.92,16.32,121,0,9,763952,1.178084487
1996-04-01,Northern Sydney,23.5,16.49,21.19,12.2,121,0,11,763952,1.43988104
1996-05-01,Northern Sydney,68.5,14.99,18.35,11.96,121,2,5,763952,0.654491382
1996-06-01,Northern Sydney,51.2,12.29,16.2,9.05,121,2,6,763952,0.785389658
1996-07-01,Northern Sydney,42.8,10.86,14.96,7.44,121,2,13,763952,1.701677592
1996-08-01,Northern Sydney,85.1,12.15,16.97,8.03,121,2,10,763952,1.308982763
1996-09-01,Northern Sydney,27.3,15.11,19.99,10.99,121,2,14,763952,1.832575869
1996-10-01,Northern Sydney,42,16.66,21.16,12.75,121,0,11,763952,1.43988104
1996-11-01,Northern Sydney,75.8,17.59,22.23,13.66,121,2,20,763952,2.617965527
1996-12-01,Northern Sydney,62.7,19.85,23.93,16.33,121,2,16,763952,2.094372421
1997-01-01,Northern Sydney,118.4,20.11,23.66,16.98,121,4,25,767714,3.256421011
1997-02-01,Northern Sydney,148.4,21.93,25.17,19.33,121,3,20,767714,2.605136809
1997-03-01,Northern Sydney,27.4,20.38,23.68,17.53,121,0,26,767714,3.386677851
1997-04-01,Northern Sydney,19,17.91,22.52,13.61,121,0,25,767714,3.256421011
1997-05-01,Northern Sydney,69.1,15.04,18.11,12.32,121,5,12,767714,1.563082085
1997-06-01,Northern Sydney,25.7,11.81,15.73,8.25,121,0,11,767714,1.432825245
1997-07-01,Northern Sydney,58.5,10.86,14.57,7.65,121,3,9,767714,1.172311564
1997-08-01,Northern Sydney,14,11.8,16.73,7.56,121,0,8,767714,1.042054724
1997-09-01,Northern Sydney,57.5,14.14,18.06,10.72,121,2,17,767714,2.214366287
1997-10-01,Northern Sydney,35.6,17.29,22.23,12.84,121,2,23,767714,2.99590733
1997-11-01,Northern Sydney,17.1,20.77,25.16,17.06,121,0,11,767714,1.432825245
1997-12-01,Northern Sydney,31.7,22.75,27.47,18.8,121,0,19,767714,2.474879968
1998-01-01,Northern Sydney,84,23,27.17,19.76,121,2,22,771494,2.851609993
1998-02-01,Northern Sydney,52.9,23.52,27.95,19.89,121,0,29,771494,3.758940445
1998-03-01,Northern Sydney,25.3,21.73,25.91,18.54,121,0,19,771494,2.462754085
1998-04-01,Northern Sydney,103.7,18.18,21.7,15.09,121,3,21,771494,2.721991357
1998-05-01,Northern Sydney,153.4,14.76,18.23,11.82,121,3,21,771494,2.721991357
1998-06-01,Northern Sydney,95.6,12.47,15.63,9.7,121,2,14,771494,1.814660905
1998-07-01,Northern Sydney,63.8,11.08,14.6,7.85,121,1,16,771494,2.073898177
1998-08-01,Northern Sydney,168.3,12.85,16.17,9.75,121,7,14,771494,1.814660905
1998-09-01,Northern Sydney,30.6,15.81,20.33,11.54,121,0,15,771494,1.944279541
1998-10-01,Northern Sydney,37.5,16.97,21.71,12.62,121,0,19,771494,2.462754085
1998-11-01,Northern Sydney,66.2,17.06,20.36,14,121,0,16,771494,2.073898177
1998-12-01,Northern Sydney,54.8,20.75,24.13,17.63,121,0,12,771494,1.555423633
1999-01-01,Northern Sydney,71,22.32,25.71,19.51,121,2,42,775293,5.417306747
1999-02-01,Northern Sydney,50.6,21.26,24.34,18.64,121,0,19,775293,2.450686386
1999-03-01,Northern Sydney,58.5,20.92,24.47,17.73,121,1,21,775293,2.708653374
1999-04-01,Northern Sydney,97.1,16.07,19.27,13.3,121,2,16,775293,2.063735904
1999-05-01,Northern Sydney,15,14.75,18.89,10.82,121,0,11,775293,1.418818434
1999-06-01,Northern Sydney,39.3,12.18,15.58,9.41,121,1,8,775293,1.031867952
1999-07-01,Northern Sydney,95.6,11.65,15.42,8.5,121,3,10,775293,1.28983494
1999-08-01,Northern Sydney,50.5,12.32,16.5,8.53,121,2,5,775293,0.64491747
1999-09-01,Northern Sydney,42.5,14.74,19.08,10.83,121,0,11,775293,1.418818434
1999-10-01,Northern Sydney,146.3,17.18,21.34,13.47,121,5,14,775293,1.805768916
1999-11-01,Northern Sydney,60.3,16.45,20.09,12.81,121,2,16,775293,2.063735904
1999-12-01,Northern Sydney,27.7,19.49,23.03,16.37,121,0,16,775293,2.063735904
2000-01-01,Northern Sydney,73.3,19.72,23.45,16.56,121,2,13,779111,1.668568407
2000-02-01,Northern Sydney,12.4,22.13,26.25,18.43,121,0,12,779111,1.540216991
2000-03-01,Northern Sydney,166.8,20.46,23.53,18.04,121,6,16,779111,2.053622655
2000-04-01,Northern Sydney,105,17.41,20.74,14.31,121,4,16,779111,2.053622655
2000-05-01,Northern Sydney,59.4,13.81,17.51,10.53,121,3,19,779111,2.438676902
2000-06-01,Northern Sydney,13,10.91,15.13,7.41,121,0,8,779111,1.026811327
2000-07-01,Northern Sydney,17.1,10.98,15.29,7.37,121,0,5,779111,0.64175708
2000-08-01,Northern Sydney,19.7,11.68,16.29,7.87,121,0,8,779111,1.026811327
2000-09-01,Northern Sydney,24.1,15.58,21.08,10.83,121,0,7,779111,0.898459911
2000-10-01,Northern Sydney,52.5,16.61,20.93,12.79,121,0,13,779111,1.668568407
2000-11-01,Northern Sydney,139.6,18.45,21.4,15.88,121,4,11,779111,1.411865575
2000-12-01,Northern Sydney,40.8,21.71,25.79,17.76,121,0,19,779111,2.438676902
2001-01-01,Northern Sydney,59.7,23.03,27.36,19.55,121,2,13,782947,1.66039336
2001-02-01,Northern Sydney,74.6,22.3,25.76,19.51,121,1,22,782947,2.809896455
2001-03-01,Northern Sydney,114.7,19.82,22.79,17.07,121,3,13,782947,1.66039336
2001-04-01,Northern Sydney,70.8,17.72,21.83,14.02,121,3,16,782947,2.043561058
2001-05-01,Northern Sydney,61.5,13.56,17,10.56,121,4,14,782947,1.788115926
2001-06-01,Northern Sydney,3.1,12.48,17.1,8.46,121,0,9,782947,1.149503095
2001-07-01,Northern Sydney,59.3,11.73,15.3,8.83,121,4,17,782947,2.171283625
2001-08-01,Northern Sydney,23.8,11.88,16.58,7.98,121,0,8,782947,1.021780529
2001-09-01,Northern Sydney,17.3,15.45,20.08,11.24,121,0,14,782947,1.788115926
2001-10-01,Northern Sydney,42.7,16.88,21.87,12.26,121,1,17,782947,2.171283625
2001-11-01,Northern Sydney,44.2,18.07,22.19,14.19,121,0,17,782947,2.171283625
2001-12-01,Northern Sydney,27.7,21.11,25.93,17.1,121,0,19,782947,2.426728757
2002-01-01,Northern Sydney,17.7,22.18,26.35,18.6,121,0,21,786805,2.669022185
2002-02-01,Northern Sydney,138.7,20.74,23.54,18.25,121,7,27,786805,3.431599952
2002-03-01,Northern Sydney,73.9,20.11,23.65,16.96,121,3,30,786805,3.812888835
2002-04-01,Northern Sydney,42,18.25,21.84,15.2,121,1,22,786805,2.796118479
2002-05-01,Northern Sydney,48.4,14.22,17.75,11.2,121,4,17,786805,2.160637007
2002-06-01,Northern Sydney,19.5,12.12,16.34,8.52,121,0,16,786805,2.033540712
2002-07-01,Northern Sydney,2.8,11.01,16.26,6.62,121,0,17,786805,2.160637007
2002-08-01,Northern Sydney,15.9,12.85,17.77,8.53,121,0,12,786805,1.525155534
2002-09-01,Northern Sydney,17.8,15.69,20.97,10.73,121,0,4,786805,0.508385178
2002-10-01,Northern Sydney,5,18.25,23.84,13.26,121,0,23,786805,2.923214774
2002-11-01,Northern Sydney,32.9,20.61,25.77,16.46,121,2,19,786805,2.414829596
2002-12-01,Northern Sydney,61.8,20.6,24.83,16.98,121,2,22,786805,2.796118479
2003-01-01,Northern Sydney,17.9,22.43,26.98,18.62,121,0,32,789614,4.052613049
2003-02-01,Northern Sydney,75.1,22.38,25.54,19.76,121,2,29,789614,3.672680576
2003-03-01,Northern Sydney,58,19.36,22.61,16.34,121,1,29,789614,3.672680576
2003-04-01,Northern Sydney,60.1,17.09,19.94,14.42,121,1,24,789614,3.039459787
2003-05-01,Northern Sydney,102.1,15.12,18.19,12.52,121,7,24,789614,3.039459787
2003-06-01,Northern Sydney,29.9,12.83,16.93,9.56,121,0,11,789614,1.393085736
2003-07-01,Northern Sydney,18.3,11.27,15.45,7.74,121,1,7,789614,0.886509104
2003-08-01,Northern Sydney,55.6,12.16,16.7,7.94,121,1,17,789614,2.152950682
2003-09-01,Northern Sydney,7.7,15.32,20.34,10.81,121,0,8,789614,1.013153262
2003-10-01,Northern Sydney,59.8,15.34,19.43,11.79,121,0,15,789614,1.899662367
2003-11-01,Northern Sydney,106.6,17.8,22.16,13.85,121,4,13,789614,1.646374051
2003-12-01,Northern Sydney,46.9,21.26,25.35,17.63,121,0,27,789614,3.41939226
2004-01-01,Northern Sydney,81.4,23.1,27.51,19.4,121,2,22,791820,2.778409234
2004-02-01,Northern Sydney,73.7,22.89,27.42,19.49,121,3,25,791820,3.157283221
2004-03-01,Northern Sydney,27.4,20.39,23.94,17.25,121,0,26,791820,3.28357455
2004-04-01,Northern Sydney,34.1,18.24,21.91,14.99,121,1,33,791820,4.167613852
2004-05-01,Northern Sydney,19.2,14.28,18.92,10.22,121,0,24,791820,3.030991892
2004-06-01,Northern Sydney,7,12.63,17.56,8.62,121,0,11,791820,1.389204617
2004-07-01,Northern Sydney,18.7,11.57,15.86,7.82,121,0,21,791820,2.652117906
2004-08-01,Northern Sydney,47.6,12.73,17.44,8.82,121,2,10,791820,1.262913288
2004-09-01,Northern Sydney,45.2,14.71,19.59,10.51,121,1,6,791820,0.757747973
2004-10-01,Northern Sydney,162.5,17.07,21.35,13.37,121,7,17,791820,2.14695259
2004-11-01,Northern Sydney,62.2,19.27,23.84,14.99,121,1,41,791820,5.177944482
2004-12-01,Northern Sydney,76,20.32,24.38,17.1,121,2,19,791820,2.399535248
2005-01-01,Northern Sydney,66.9,21.95,25.95,18.66,121,2,18,794634,2.265193787
2005-02-01,Northern Sydney,121.7,21.72,25.71,18.03,121,4,33,794634,4.152855277
2005-03-01,Northern Sydney,55.5,19.1,22.34,16.26,121,2,31,794634,3.901167078
2005-04-01,Northern Sydney,18.4,19.18,23.26,15.73,121,0,29,794634,3.64947888
2005-05-01,Northern Sydney,30.9,14.56,18.22,11.25,121,1,27,794634,3.397790681
2005-06-01,Northern Sydney,110.5,13.09,16.95,9.81,121,2,8,794634,1.006752794
2005-07-01,Northern Sydney,6.8,11.79,16.3,7.95,121,1,19,794634,2.391037887
2005-08-01,Northern Sydney,4.6,12.39,17.64,7.58,121,0,13,794634,1.635973291
2005-09-01,Northern Sydney,47.2,14.76,19.16,10.74,121,0,9,794634,1.132596894
2005-10-01,Northern Sydney,64.5,18.27,22.69,14.45,121,1,15,794634,1.887661489
2005-11-01,Northern Sydney,122.6,19.3,22.95,16.15,121,5,25,794634,3.146102482
2005-12-01,Northern Sydney,26.8,22.65,28.03,17.84,121,1,15,794634,1.887661489
2006-01-01,Northern Sydney,70.5,22.93,26.36,20.2,121,5,28,798675,3.505806492
2006-02-01,Northern Sydney,18.6,23.08,27.03,19.82,121,0,25,798675,3.130184368
2006-03-01,Northern Sydney,37.2,21.61,25.12,18.76,121,1,27,798675,3.380599117
2006-04-01,Northern Sydney,5.6,17.67,22.24,13.33,121,0,22,798675,2.754562244
2006-05-01,Northern Sydney,9.6,14.13,18.26,10.51,121,0,19,798675,2.37894012
2006-06-01,Northern Sydney,55.1,11.31,14.88,8.26,121,3,12,798675,1.502488497
2006-07-01,Northern Sydney,37.7,11.69,15.62,8.28,121,0,16,798675,2.003317995
2006-08-01,Northern Sydney,12.1,12.61,17.18,8.38,121,0,16,798675,2.003317995
2006-09-01,Northern Sydney,93.9,16.01,20.73,11.84,121,6,9,798675,1.126866372
2006-10-01,Northern Sydney,11.5,17.73,22.76,13.27,121,0,20,798675,2.504147494
2006-11-01,Northern Sydney,24.3,19.5,24.36,15.11,121,1,21,798675,2.629354869
2006-12-01,Northern Sydney,73.7,20.06,23.9,16.59,121,3,18,798675,2.253732745
2007-01-01,Northern Sydney,29.8,22.61,26.84,18.97,121,0,33,809741,4.075377189
2007-02-01,Northern Sydney,69.3,22.03,25.26,19.32,121,0,36,809741,4.445866024
