Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence,Humidity
1991-01-01,Central Coast,126.5,23.8,26.99,21.16,44,5,1,239830,0.416962015,77.12472325134408
1991-02-01,Central Coast,13.2,23.08,25.99,20.81,44,0,1,239830,0.416962015,76.02330745684523
1991-03-01,Central Coast,25.0,21.35,24.61,18.6,44,0,3,239830,1.250886044,70.03958610752687
1991-04-01,Central Coast,15.1,18.25,21.41,15.53,44,0,0,239830,0.0,69.88550252361111
1991-05-01,Central Coast,102.7,16.12,18.29,14.14,44,1,2,239830,0.83392403,81.38075216397849
1991-06-01,Central Coast,146.2,15.26,17.57,13.29,44,5,0,239830,0.0,75.07585650833333
1991-07-01,Central Coast,75.1,12.19,14.89,9.84,44,3,0,239830,0.0,71.71267752822581
1991-08-01,Central Coast,8.2,13.17,16.82,10.03,44,0,0,239830,0.0,58.16388828494624
1991-09-01,Central Coast,7.9,15.18,19.4,11.63,44,0,0,239830,0.0,60.97662245694444
1991-10-01,Central Coast,16.2,18.36,22.5,14.87,44,0,0,239830,0.0,66.59021009811828
1991-11-01,Central Coast,43.8,18.5,22.14,15.53,44,0,1,239830,0.416962015,68.53573069583334
1991-12-01,Central Coast,141.4,19.73,22.69,16.9,44,4,1,239830,0.416962015,75.51798524731183
1992-01-01,Central Coast,43.3,20.71,23.8,18.26,44,0,0,246896,0.0,77.91286306854839
1992-02-01,Central Coast,342.5,20.87,23.03,18.89,44,8,3,246896,1.215086514,82.4785550617816
1992-03-01,Central Coast,78.2,20.62,22.8,18.79,44,1,2,246896,0.810057676,80.50103015591398
1992-04-01,Central Coast,71.9,18.09,20.37,16.03,44,3,6,246896,2.430173028,77.80652801388888
1992-05-01,Central Coast,29.1,15.54,17.78,13.49,44,0,2,246896,0.810057676,78.83825444892473
1992-06-01,Central Coast,36.1,12.86,15.45,10.51,44,3,2,246896,0.810057676,74.12778530694445
1992-07-01,Central Coast,14.1,12.94,16.16,10.2,44,0,2,246896,0.810057676,67.38676512096774
1992-08-01,Central Coast,38.6,13.05,16.38,10.17,44,0,1,246896,0.405028838,66.21082467876344
1992-09-01,Central Coast,39.2,14.11,17.95,10.83,44,0,3,246896,1.215086514,65.06513918194445
1992-10-01,Central Coast,45.9,16.61,19.54,14.05,44,0,2,246896,0.810057676,70.68782812903225
1992-11-01,Central Coast,110.9,18.0,21.1,15.21,44,1,1,246896,0.405028838,72.05751063333334
1992-12-01,Central Coast,111.3,20.02,22.7,17.88,44,2,1,246896,0.405028838,78.36658476344085
1993-01-01,Central Coast,100.6,22.61,25.85,20.14,44,3,3,252438,1.18841062,80.81509805913979
1993-02-01,Central Coast,67.4,22.42,25.61,19.74,44,2,5,252438,1.980684366,77.59253547023809
1993-03-01,Central Coast,77.5,19.87,22.3,17.74,44,1,7,252438,2.772958112,77.517904
1993-04-01,Central Coast,37.7,18.81,21.69,16.21,44,1,3,252438,1.18841062,76.87102719166667
1993-05-01,Central Coast,25.1,15.92,18.52,13.54,44,0,3,252438,1.18841062,76.36775305241935
1993-06-01,Central Coast,55.5,12.85,15.55,10.47,44,2,1,252438,0.396136873,71.91404401805555
1993-07-01,Central Coast,59.0,13.72,16.25,11.45,44,1,2,252438,0.792273746,80.63337944623656
1993-08-01,Central Coast,34.7,13.74,16.98,10.88,44,2,3,252438,1.18841062,71.1264454610215
1993-09-01,Central Coast,59.8,14.78,17.88,11.78,44,4,0,252438,0.0,70.6301470986111
1993-10-01,Central Coast,52.2,17.09,20.47,13.9,44,1,2,252438,0.792273746,68.33788500537635
1993-11-01,Central Coast,75.6,18.51,21.96,15.61,44,1,1,252438,0.396136873,70.63706379583333
1993-12-01,Central Coast,45.0,20.78,23.97,18.08,44,1,1,252438,0.396136873,70.98460681451613
1994-01-01,Central Coast,30.8,23.24,26.96,20.15,44,0,5,257564,1.941265084,67.20192052419355
1994-02-01,Central Coast,100.0,22.2,25.13,19.93,44,3,3,257564,1.16475905,78.45133247172619
1994-03-01,Central Coast,88.1,19.05,21.14,17.16,44,2,7,257564,2.717771117,75.71721857392473
1994-04-01,Central Coast,54.8,18.51,21.39,15.93,44,2,8,257564,3.106024134,74.9698701263889
1994-05-01,Central Coast,38.6,15.86,19.09,13.11,44,2,2,257564,0.776506033,67.39453932795699
1994-06-01,Central Coast,49.7,13.64,16.39,11.22,44,4,1,257564,0.388253017,71.87834524027778
1994-07-01,Central Coast,17.3,12.58,16.01,9.74,44,1,1,257564,0.388253017,70.10097306854838
1994-08-01,Central Coast,22.9,12.86,16.49,9.73,44,0,1,257564,0.388253017,65.3459228077957
1994-09-01,Central Coast,10.8,15.28,19.81,11.42,44,0,1,257564,0.388253017,55.27894431944445
1994-10-01,Central Coast,27.1,17.12,21.19,13.63,44,0,5,257564,1.941265084,62.58169059274193
1994-11-01,Central Coast,71.7,19.57,23.5,16.31,44,3,2,257564,0.776506033,68.70934388055555
1994-12-01,Central Coast,42.8,20.75,23.8,18.07,44,2,6,257564,2.3295181,74.69586209139786
1995-01-01,Central Coast,117.2,20.78,23.31,18.73,44,3,3,262585,1.142487195,77.10868744758065
1995-02-01,Central Coast,26.9,21.38,24.11,19.1,44,0,4,262585,1.523316259,74.64986220089285
1995-03-01,Central Coast,129.6,19.79,22.64,17.63,44,3,1,262585,0.380829065,77.5984527594086
1995-04-01,Central Coast,9.8,17.07,20.1,14.56,44,0,2,262585,0.76165813,67.22500787638889
1995-05-01,Central Coast,88.2,16.16,18.13,14.39,44,4,0,262585,0.0,76.71713437096774
1995-06-01,Central Coast,60.0,13.07,15.61,10.86,44,1,1,262585,0.380829065,73.70213081805555
1995-07-01,Central Coast,2.9,11.75,15.06,9.06,44,0,2,262585,0.76165813,62.857351092741936
1995-08-01,Central Coast,0.3,14.89,19.31,11.2,44,0,0,262585,0.0,63.66585017338709
1995-09-01,Central Coast,160.8,14.76,18.01,11.87,44,3,1,262585,0.380829065,72.919744675
1995-10-01,Central Coast,45.4,17.05,20.66,14.2,44,1,1,262585,0.380829065,70.8909821532258
1995-11-01,Central Coast,85.4,19.51,22.86,16.6,44,2,5,262585,1.904145324,73.04421477361112
1995-12-01,Central Coast,98.2,19.25,22.23,16.57,44,2,2,262585,0.76165813,74.33685110752688
1996-01-01,Central Coast,129.3,21.6,24.12,19.55,44,6,3,268750,1.11627907,80.86847007258064
1996-02-01,Central Coast,40.9,20.47,23.09,18.28,44,0,1,268750,0.372093023,72.83445578304598
1996-03-01,Central Coast,39.6,19.89,22.57,17.65,44,0,1,268750,0.372093023,75.70018332795699
1996-04-01,Central Coast,25.7,17.6,21.04,14.59,44,1,2,268750,0.744186047,67.18233384861111
1996-05-01,Central Coast,73.9,16.31,18.65,14.18,44,1,11,268750,4.093023256,77.37909191801076
1996-06-01,Central Coast,61.9,14.02,16.65,11.72,44,2,5,268750,1.860465116,74.96593047638889
1996-07-01,Central Coast,39.9,12.4,15.39,10.0,44,2,4,268750,1.488372093,68.52092345026881
1996-08-01,Central Coast,89.8,13.54,17.25,10.54,44,2,2,268750,0.744186047,63.619916932795704
1996-09-01,Central Coast,33.7,15.99,19.95,12.82,44,0,1,268750,0.372093023,59.18360506388889
1996-10-01,Central Coast,43.3,17.24,20.92,14.16,44,0,2,268750,0.744186047,70.08273681182796
1996-11-01,Central Coast,95.6,18.06,21.9,14.87,44,4,4,268750,1.488372093,67.83714549166666
1996-12-01,Central Coast,83.7,20.0,23.13,17.21,44,1,1,268750,0.372093023,74.12423594086022
1997-01-01,Central Coast,131.9,20.25,22.94,17.94,44,3,1,273531,0.365589275,73.072063875
1997-02-01,Central Coast,162.7,22.07,24.65,20.0,44,3,4,273531,1.4623571,81.31959714285715
1997-03-01,Central Coast,37.3,21.09,23.51,19.02,44,0,13,273531,4.752660576,77.55970659005376
1997-04-01,Central Coast,32.1,18.98,22.28,16.06,44,1,5,273531,1.827946375,72.95384776249999
1997-05-01,Central Coast,106.7,16.26,18.31,14.49,44,4,10,273531,3.655892751,80.63220303225806
1997-06-01,Central Coast,23.1,13.47,16.07,11.11,44,0,1,273531,0.365589275,76.16768633194444
1997-07-01,Central Coast,70.9,12.47,14.87,10.28,44,5,4,273531,1.4623571,76.77516803897849
1997-08-01,Central Coast,20.3,13.09,16.79,9.83,44,0,1,273531,0.365589275,66.18096759811827
1997-09-01,Central Coast,71.7,15.07,18.03,12.65,44,0,5,273531,1.827946375,73.31758582361111
1997-10-01,Central Coast,47.1,17.75,21.49,14.41,44,1,5,273531,1.827946375,69.58117715591398
1997-11-01,Central Coast,28.7,20.85,24.32,17.99,44,0,4,273531,1.4623571,72.73395116388889
1997-12-01,Central Coast,47.0,22.6,26.11,19.71,44,0,9,273531,3.290303476,72.95588664784945
1998-01-01,Central Coast,93.3,22.99,26.15,20.55,44,0,6,277889,2.159135482,76.27691787768816
1998-02-01,Central Coast,71.0,23.62,27.04,20.86,44,0,9,277889,3.238703223,73.7393883422619
1998-03-01,Central Coast,27.6,21.85,24.95,19.53,44,0,2,277889,0.719711827,75.14524065591398
1998-04-01,Central Coast,91.0,19.17,21.82,16.88,44,2,8,277889,2.87884731,75.62099218611111
1998-05-01,Central Coast,169.6,16.08,18.61,13.81,44,1,4,277889,1.439423655,73.04872126612904
1998-06-01,Central Coast,106.6,13.86,16.13,11.87,44,3,5,277889,1.799279568,75.2376751638889
1998-07-01,Central Coast,81.2,12.75,15.08,10.52,44,2,2,277889,0.719711827,73.11225640053763
1998-08-01,Central Coast,192.2,14.19,16.59,11.9,44,9,2,277889,0.719711827,75.60555115188171
1998-09-01,Central Coast,53.9,16.78,20.2,13.79,44,0,3,277889,1.079567741,72.33501170972222
1998-10-01,Central Coast,63.4,17.63,21.33,14.35,44,0,5,277889,1.799279568,65.83834590456989
1998-11-01,Central Coast,110.1,17.52,20.0,15.11,44,2,3,277889,1.079567741,76.94564614444445
1998-12-01,Central Coast,75.8,20.89,23.48,18.45,44,0,6,277889,2.159135482,76.71450292607527
1999-01-01,Central Coast,66.3,22.24,24.87,20.07,44,0,5,283321,1.764782702,80.94608109946238
1999-02-01,Central Coast,67.0,21.77,24.0,19.88,44,1,4,283321,1.411826162,77.59271938244048
1999-03-01,Central Coast,72.0,21.59,24.32,19.2,44,0,7,283321,2.470695783,76.19680186290323
1999-04-01,Central Coast,138.7,17.19,19.46,15.13,44,4,4,283321,1.411826162,76.19842277777778
1999-05-01,Central Coast,19.1,16.35,19.14,13.67,44,1,5,283321,1.764782702,76.65306932526882
1999-06-01,Central Coast,61.6,13.7,15.99,11.87,44,0,1,283321,0.35295654,73.22818535138889
1999-07-01,Central Coast,108.8,13.28,15.74,11.05,44,5,5,283321,1.764782702,75.31123265860215
1999-08-01,Central Coast,52.6,13.66,16.64,10.96,44,2,2,283321,0.705913081,73.10503538440861
1999-09-01,Central Coast,44.0,15.53,18.79,12.76,44,0,2,283321,0.705913081,74.70910805277778
1999-10-01,Central Coast,167.2,17.85,21.12,14.96,44,5,1,283321,0.35295654,77.29708990725807
1999-11-01,Central Coast,52.1,17.13,19.88,14.48,44,0,3,283321,1.058869621,70.08738515416667
1999-12-01,Central Coast,50.2,19.78,22.52,17.41,44,0,3,283321,1.058869621,73.4446763360215
2000-01-01,Central Coast,85.2,20.05,22.85,17.73,44,2,7,288944,2.422614763,73.54775848655913
2000-02-01,Central Coast,17.8,22.23,25.4,19.65,44,0,6,288944,2.076526939,74.79374971551725
2000-03-01,Central Coast,196.7,20.84,23.05,19.0,44,7,6,288944,2.076526939,84.42753413172044
2000-04-01,Central Coast,110.7,18.6,20.76,16.66,44,5,5,288944,1.730439116,76.9092105888889
2000-05-01,Central Coast,59.2,15.25,17.82,12.96,44,2,5,288944,1.730439116,72.99838508467742
2000-06-01,Central Coast,17.1,12.51,15.45,10.06,44,0,3,288944,1.03826347,71.81945738333334
2000-07-01,Central Coast,23.2,12.67,15.65,10.15,44,0,2,288944,0.692175646,69.3322297688172
2000-08-01,Central Coast,17.8,13.12,16.64,10.19,44,0,6,288944,2.076526939,66.51902302016128
2000-09-01,Central Coast,22.5,16.46,20.88,12.83,44,0,0,288944,0.0,65.6827076375
2000-10-01,Central Coast,66.3,17.36,20.71,14.5,44,0,4,288944,1.384351293,67.28038836693548
2000-11-01,Central Coast,149.4,18.82,21.13,16.86,44,3,7,288944,2.422614763,81.09269696527778
2000-12-01,Central Coast,49.2,21.94,24.96,19.19,44,0,6,288944,2.076526939,71.32048070967741
2001-01-01,Central Coast,60.6,22.83,26.15,20.22,44,2,6,294596,2.036687531,74.54417706048388
2001-02-01,Central Coast,74.2,22.45,25.19,20.34,44,1,6,294596,2.036687531,81.00862157142858
2001-03-01,Central Coast,137.4,20.61,22.78,18.69,44,4,5,294596,1.697239609,74.43444049865592
2001-04-01,Central Coast,89.3,18.77,21.76,16.12,44,2,0,294596,0.0,77.05903639722221
2001-05-01,Central Coast,112.0,14.87,17.19,12.8,44,6,2,294596,0.678895844,76.81022249865592
2001-06-01,Central Coast,4.8,14.27,17.31,11.38,44,0,3,294596,1.018343766,72.03434831805556
2001-07-01,Central Coast,79.9,13.08,15.64,10.88,44,3,1,294596,0.339447922,76.3215492110215
2001-08-01,Central Coast,30.5,13.21,16.89,10.24,44,0,6,294596,2.036687531,64.49596134408601
2001-09-01,Central Coast,25.3,16.26,19.76,13.24,44,0,3,294596,1.018343766,71.11362302638888
2001-10-01,Central Coast,44.9,17.55,21.52,14.18,44,0,2,294596,0.678895844,62.19753276478494
2001-11-01,Central Coast,71.3,18.33,21.5,15.45,44,1,1,294596,0.339447922,71.1362696
2001-12-01,Central Coast,34.7,21.19,25.05,17.99,44,0,5,294596,1.697239609,69.64642364112903
2002-01-01,Central Coast,19.9,22.25,25.53,19.54,44,1,10,297530,3.361005613,69.18605207123656
2002-02-01,Central Coast,168.5,21.11,23.28,19.19,44,6,3,297530,1.008301684,80.45842976339286
2002-03-01,Central Coast,64.0,20.77,23.42,18.53,44,2,5,297530,1.680502806,75.61165458870968
2002-04-01,Central Coast,42.9,19.02,21.63,16.84,44,1,6,297530,2.016603368,79.75550848888889
2002-05-01,Central Coast,58.0,15.44,17.86,13.32,44,3,3,297530,1.008301684,77.14205064650538
2002-06-01,Central Coast,22.7,13.62,16.51,11.19,44,0,3,297530,1.008301684,68.76614740972222
2002-07-01,Central Coast,9.8,12.75,16.37,9.76,44,0,1,297530,0.336100561,61.84290879032258
2002-08-01,Central Coast,34.2,14.08,17.61,11.07,44,1,3,297530,1.008301684,67.67272063709677
2002-09-01,Central Coast,23.0,16.37,20.4,12.86,44,0,4,297530,1.344402245,64.34784445555556
2002-10-01,Central Coast,10.2,18.57,23.03,14.76,44,0,5,297530,1.680502806,61.56574643010753
2002-11-01,Central Coast,36.8,20.37,24.42,17.18,44,2,5,297530,1.680502806,68.01016297083333
2002-12-01,Central Coast,85.3,20.69,23.95,17.93,44,3,8,297530,2.68880449,71.49731681854838
2003-01-01,Central Coast,14.5,22.19,25.64,19.44,44,0,11,299319,3.675008937,69.48886833602151
2003-02-01,Central Coast,80.2,22.44,24.86,20.46,44,1,9,299319,3.006825494,79.02477014732142
2003-03-01,Central Coast,100.5,19.94,22.29,17.73,44,2,6,299319,2.004550329,77.56318348118279
2003-04-01,Central Coast,87.0,18.0,19.99,16.18,44,0,10,299319,3.340917215,79.08419509583334
2003-05-01,Central Coast,119.5,16.25,18.37,14.48,44,7,2,299319,0.668183443,77.26543940994624
2003-06-01,Central Coast,30.6,14.33,17.24,11.79,44,0,2,299319,0.668183443,73.22162005416666
2003-07-01,Central Coast,25.0,12.76,15.73,10.38,44,2,1,299319,0.334091722,70.51092970833334
2003-08-01,Central Coast,56.5,13.6,16.89,10.69,44,2,5,299319,1.670458608,66.25977100134409
2003-09-01,Central Coast,5.5,16.43,20.53,12.92,44,0,5,299319,1.670458608,56.03444942638889
2003-10-01,Central Coast,68.5,16.08,19.23,13.44,44,0,3,299319,1.002275165,72.12252892473118
2003-11-01,Central Coast,159.3,18.07,21.44,15.2,44,4,3,299319,1.002275165,74.5877170375
2003-12-01,Central Coast,51.6,21.37,24.6,18.69,44,0,5,299319,1.670458608,75.13460952284946
2004-01-01,Central Coast,104.5,23.05,26.55,20.31,44,2,8,299999,2.666675556,74.83359145967742
2004-02-01,Central Coast,84.1,22.79,26.38,20.05,44,2,13,299999,4.333347778,76.49942500143678
2004-03-01,Central Coast,61.2,20.86,23.29,18.87,44,1,15,299999,5.000016667,77.69717417741936
2004-04-01,Central Coast,42.3,18.93,21.54,16.68,44,2,15,299999,5.000016667,77.2943883875
2004-05-01,Central Coast,23.8,15.54,18.73,12.79,44,1,11,299999,3.666678889,65.39011516666667
2004-06-01,Central Coast,11.6,14.01,17.53,11.23,44,0,3,299999,1.000003333,63.08270119583334
2004-07-01,Central Coast,34.1,13.0,15.96,10.55,44,0,2,299999,0.666668889,70.15591945698924
2004-08-01,Central Coast,50.7,13.8,17.43,10.79,44,2,1,299999,0.333334444,67.0634809610215
2004-09-01,Central Coast,53.1,15.46,19.24,12.42,44,0,2,299999,0.666668889,72.06228962777777
2004-10-01,Central Coast,186.1,17.56,20.92,14.71,44,7,0,299999,0.0,71.01374747849462
2004-11-01,Central Coast,71.7,19.49,22.96,16.34,44,0,6,299999,2.000006667,69.95025491527778
2004-12-01,Central Coast,85.1,20.31,23.44,17.79,44,1,14,299999,4.666682222,76.48697906317204
2005-01-01,Central Coast,63.6,21.77,24.84,19.37,44,0,12,301403,3.981380411,77.13486706182796
2005-02-01,Central Coast,97.5,22.04,25.19,19.31,44,3,12,301403,3.981380411,76.41009658035715
2005-03-01,Central Coast,90.1,19.77,22.1,17.78,44,3,8,301403,2.654253607,76.17228995698925
2005-04-01,Central Coast,19.6,19.82,22.75,17.36,44,0,6,301403,1.990690205,78.73832324027778
2005-05-01,Central Coast,42.4,15.94,18.15,13.78,44,2,3,301403,0.995345103,74.22850915860215
2005-06-01,Central Coast,111.4,14.46,17.04,12.05,44,2,2,301403,0.663563402,75.53905092916668
2005-07-01,Central Coast,9.6,13.42,16.57,10.74,44,1,3,301403,0.995345103,71.05836780913978
2005-08-01,Central Coast,6.2,13.7,17.55,10.35,44,0,2,301403,0.663563402,63.18044832123656
2005-09-01,Central Coast,62.8,15.64,18.95,12.8,44,1,1,301403,0.331781701,69.59270313194445
2005-10-01,Central Coast,75.8,18.72,22.34,15.81,44,2,5,301403,1.658908505,70.28032626075269
2005-11-01,Central Coast,129.2,19.66,22.54,17.23,44,5,9,301403,2.986035308,76.08268330416666
2005-12-01,Central Coast,27.0,22.74,27.07,18.93,44,0,4,301403,1.327126804,66.99426843548387
2006-01-01,Central Coast,57.5,22.98,25.74,20.81,44,2,12,303051,3.95972955,80.20523382795699
2006-02-01,Central Coast,36.0,23.26,26.34,20.93,44,1,7,303051,2.309842238,74.50687871428572
2006-03-01,Central Coast,40.8,21.89,24.5,19.85,44,1,3,303051,0.989932388,75.21631121908602
2006-04-01,Central Coast,13.4,18.72,22.08,15.7,44,0,3,303051,0.989932388,60.79255650694444
2006-05-01,Central Coast,16.4,15.36,18.43,12.66,44,0,1,303051,0.329977463,68.36137292473119
2006-06-01,Central Coast,61.6,12.95,15.28,10.93,44,5,5,303051,1.649887313,76.93494405555556
2006-07-01,Central Coast,48.9,13.14,16.0,10.71,44,0,3,303051,0.989932388,72.68128462768817
2006-08-01,Central Coast,21.4,14.1,17.26,11.21,44,1,3,303051,0.989932388,68.2338655107527
2006-09-01,Central Coast,118.4,16.74,20.44,13.68,44,6,4,303051,1.31990985,68.752576425
2006-10-01,Central Coast,17.0,18.14,22.05,14.85,44,0,8,303051,2.6398197,65.03816668951613
2006-11-01,Central Coast,35.8,19.73,23.48,16.22,44,2,2,303051,0.659954925,67.78774831944445
2006-12-01,Central Coast,70.7,20.4,23.57,17.61,44,1,5,303051,1.649887313,73.37332484408603
2007-01-01,Central Coast,31.0,22.52,26.0,19.61,44,0,4,306499,1.305061354,71.77145372311828
2007-02-01,Central Coast,97.6,22.11,24.66,20.03,44,0,12,306499,3.915184063,81.49528975744047
2007-03-01,Central Coast,61.2,21.53,24.54,19.03,44,0,22,306499,7.177837448,75.63964846774194
2007-04-01,Central Coast,73.9,18.54,21.01,16.43,44,0,64,306499,20.88098167,78.39895305
2007-05-01,Central Coast,30.4,17.23,20.29,14.41,44,0,7,306499,2.28385737,73.27101588172043
2007-06-01,Central Coast,341.7,12.9,15.04,10.94,44,13,2,306499,0.652530677,78.34073443333334
2007-07-01,Central Coast,14.1,12.0,14.96,9.52,44,2,3,306499,0.978796016,67.7804076733871
2007-08-01,Central Coast,69.4,14.62,18.03,12.03,44,2,2,306499,0.652530677,68.2194624233871
2007-09-01,Central Coast,23.9,15.56,18.88,12.85,44,0,3,306499,0.978796016,65.88053696944445
2007-10-01,Central Coast,35.0,19.04,23.27,15.43,44,0,4,306499,1.305061354,67.0997792298387
2007-11-01,Central Coast,177.1,19.21,21.75,17.01,44,2,7,306499,2.28385737,83.22938990833333
2007-12-01,Central Coast,129.7,20.6,22.9,18.56,44,0,10,306499,3.262653385,79.22734781989247
2008-01-01,Central Coast,105.8,21.86,24.22,19.93,44,3,16,312338,5.122655585,80.4011175
2008-02-01,Central Coast,145.2,20.5,22.6,18.67,44,5,30,312338,9.604979221,79.16026058477011
2008-03-01,Central Coast,47.4,20.13,22.95,17.66,44,0,13,312338,4.162157663,78.2985549045699
2008-04-01,Central Coast,114.1,16.94,19.22,14.72,44,2,12,312338,3.841991688,75.60058570833334
2008-05-01,Central Coast,15.8,15.23,18.23,12.48,44,0,11,312338,3.521825714,75.10500575672043
2008-06-01,Central Coast,91.8,14.86,17.08,12.98,44,3,2,312338,0.640331948,75.70135641388889
2008-07-01,Central Coast,27.4,12.38,15.29,9.93,44,0,9,312338,2.881493766,69.20387870295698
2008-08-01,Central Coast,58.6,11.76,15.34,8.93,44,0,5,312338,1.60082987,67.87345534811828
2008-09-01,Central Coast,115.7,15.86,19.53,12.87,44,4,3,312338,0.960497922,69.75527296805556
2008-10-01,Central Coast,57.4,18.09,21.49,14.91,44,0,9,312338,2.881493766,74.0468383938172
2008-11-01,Central Coast,92.2,18.97,21.73,16.32,44,1,14,312338,4.482323637,73.42508610277778
2008-12-01,Central Coast,93.9,20.69,24.09,17.78,44,1,15,312338,4.802489611,75.15928880241935
2009-01-01,Central Coast,12.7,22.69,26.38,19.56,44,0,6,316796,1.893963308,71.182637827957
2009-02-01,Central Coast,147.3,21.83,24.47,19.75,44,5,16,316796,5.05056882,79.65951895089286
2009-03-01,Central Coast,50.3,21.06,23.81,18.79,44,1,13,316796,4.103587167,76.11337291666666
2009-04-01,Central Coast,88.3,18.41,20.51,16.51,44,3,6,316796,1.893963308,75.37556866805556
2009-05-01,Central Coast,77.2,16.08,18.21,14.18,44,4,4,316796,1.262642205,75.46790078494624
2009-06-01,Central Coast,48.4,13.9,16.43,11.81,44,2,7,316796,2.209623859,72.10832734305556
2009-07-01,Central Coast,21.8,12.96,15.96,10.54,44,0,5,316796,1.578302756,68.30672918413978
2009-08-01,Central Coast,3.4,15.05,19.18,11.5,44,0,3,316796,0.946981654,60.67831799193549
2009-09-01,Central Coast,14.0,17.06,21.2,13.47,44,0,6,316796,1.893963308,61.901434363888896
2009-10-01,Central Coast,78.2,16.83,19.99,14.18,44,2,5,316796,1.578302756,71.12209656317205
2009-11-01,Central Coast,34.1,21.37,25.54,18.02,44,0,10,316796,3.156605513,73.99770729722222
2009-12-01,Central Coast,88.1,21.42,24.5,18.82,44,2,12,316796,3.787926615,76.10926527553764
2010-01-01,Central Coast,61.8,23.0,26.09,20.42,44,0,18,320361,5.618661448,77.40732280645162
2010-02-01,Central Coast,98.8,23.03,25.46,21.02,44,4,12,320361,3.745774298,78.64405711011905
2010-03-01,Central Coast,90.8,21.65,24.43,19.34,44,1,13,320361,4.057922157,74.95363576075269
2010-04-01,Central Coast,42.1,19.29,22.11,16.87,44,0,14,320361,4.370070015,74.73626757083333
2010-05-01,Central Coast,88.4,16.07,18.63,13.72,44,2,10,320361,3.121478582,76.50171602284946
2010-06-01,Central Coast,38.8,13.46,15.71,11.36,44,2,51,320361,15.91954077,73.61535177777778
2010-07-01,Central Coast,66.2,13.19,15.36,11.25,44,0,13,320361,4.057922157,77.47570550672043
2010-08-01,Central Coast,21.8,13.0,16.08,10.31,44,0,5,320361,1.560739291,65.2851703454301
2010-09-01,Central Coast,37.4,15.54,19.11,12.48,44,0,8,320361,2.497182866,68.44568011666667
2010-10-01,Central Coast,113.3,17.3,20.19,14.85,44,2,8,320361,2.497182866,75.79691998387096
2010-11-01,Central Coast,145.0,19.26,22.0,16.84,44,6,8,320361,2.497182866,80.22661213611111
2010-12-01,Central Coast,73.9,21.14,24.05,18.62,44,2,13,320361,4.057922157,76.66924189247312
2011-01-01,Central Coast,35.0,22.86,25.68,20.6,44,0,19,322657,5.888606167,77.92009400537634
2011-02-01,Central Coast,51.4,23.56,26.69,20.85,44,0,25,322657,7.748166009,73.29152751041667
2011-03-01,Central Coast,67.0,21.24,23.88,19.21,44,0,20,322657,6.198532807,77.3485216451613
2011-04-01,Central Coast,86.1,18.2,20.62,16.09,44,1,14,322657,4.338972965,73.78199729305555
2011-05-01,Central Coast,53.2,14.76,17.24,12.51,44,1,13,322657,4.029046325,73.94115270564517
2011-06-01,Central Coast,77.1,13.56,16.16,11.47,44,2,2,322657,0.619853281,70.12547016666666
2011-07-01,Central Coast,61.9,12.33,15.08,9.92,44,4,6,322657,1.859559842,70.85958920564516
2011-08-01,Central Coast,59.3,14.15,17.17,11.31,44,1,9,322657,2.789339763,75.16324398790323
2011-09-01,Central Coast,104.7,15.73,19.48,12.66,44,4,6,322657,1.859559842,67.86714578611111
2011-10-01,Central Coast,45.9,16.96,19.8,14.19,44,1,4,322657,1.239706561,73.39887009543011
2011-11-01,Central Coast,136.7,20.28,23.63,17.33,44,4,2,322657,0.619853281,78.312222675
2011-12-01,Central Coast,124.4,18.54,20.54,16.72,44,1,8,322657,2.479413123,76.7621488857527
2012-01-01,Central Coast,84.9,21.47,23.97,19.15,44,0,13,325163,3.997994852,77.73338163575269
2012-02-01,Central Coast,155.6,21.11,23.48,19.08,44,4,29,325163,8.9186039,84.26345531034482
2012-03-01,Central Coast,147.0,20.05,22.44,18.08,44,8,13,325163,3.997994852,79.34419057258064
2012-04-01,Central Coast,56.9,18.64,21.08,16.47,44,3,8,325163,2.460304524,78.54670434583333
2012-05-01,Central Coast,31.1,15.36,18.16,12.67,44,0,8,325163,2.460304524,71.81303256451612
2012-06-01,Central Coast,74.7,13.35,15.8,11.25,44,4,1,325163,0.307538066,76.31267884166667
2012-07-01,Central Coast,15.3,12.86,15.28,10.77,44,0,11,325163,3.382918721,72.68273094892473
2012-08-01,Central Coast,7.7,13.48,17.29,10.43,44,0,10,325163,3.075380655,60.632107491935486
2012-09-01,Central Coast,25.0,15.9,20.25,12.31,44,0,9,325163,2.76784259,65.34041699305556
2012-10-01,Central Coast,20.8,17.29,21.12,13.8,44,0,11,325163,3.382918721,65.19111624462366
2012-11-01,Central Coast,50.6,19.36,22.46,16.7,44,0,10,325163,3.075380655,75.74776089583332
2012-12-01,Central Coast,42.1,21.15,24.54,18.33,44,0,10,325163,3.075380655,74.12442911021505
2013-01-01,Central Coast,136.6,22.8,26.27,20.05,44,3,22,327745,6.71253566,77.15324857123656
2013-02-01,Central Coast,169.8,21.5,23.98,19.45,44,4,12,327745,3.661383087,80.55552473660714
2013-03-01,Central Coast,82.5,21.26,23.8,19.13,44,2,10,327745,3.051152573,76.66531899731183
2013-04-01,Central Coast,58.2,18.3,20.95,15.86,44,0,15,327745,4.576728859,77.43915182222223
2013-05-01,Central Coast,57.5,15.86,18.7,13.31,44,2,10,327745,3.051152573,72.13821412231182
