Date,LHD,Rainfall,Tmean,Tmax,Tmin,Elevation,Floodwave,Salmonella,Population,Incidence,Humidity
2013-03-01,Nepean Blue Mountains,76.6,17.07,22.12,12.82,728,5,11,356716,3.083685621,76.86328937903227
2013-04-01,Nepean Blue Mountains,54.5,13.65,18.91,9.57,728,1,14,356716,3.92469079,76.65101603611112
2013-05-01,Nepean Blue Mountains,32.6,10.7,15.62,6.89,728,0,16,356716,4.485360903,76.27795957123655
2013-06-01,Nepean Blue Mountains,131.1,8.8,12.26,6.03,728,4,12,356716,3.364020678,85.31183349722222
2013-07-01,Nepean Blue Mountains,19.3,8.35,13.19,4.74,728,1,13,356716,3.644355734,79.2944009314516
2013-08-01,Nepean Blue Mountains,9.9,9.36,14.99,4.95,728,0,5,356716,1.401675282,65.60191632392474
2013-09-01,Nepean Blue Mountains,41.9,13.69,20.23,8.23,728,0,11,356716,3.083685621,60.179646350000006
2013-10-01,Nepean Blue Mountains,25.3,15.52,23.06,8.54,728,0,10,356716,2.803350565,50.59160317473118
2013-11-01,Nepean Blue Mountains,137.5,15.61,21.8,9.98,728,0,12,356716,3.364020678,68.37053454652778
2013-12-01,Nepean Blue Mountains,51.7,19.05,26.01,12.61,728,0,13,356716,3.644355734,61.86863355107526
2014-01-01,Nepean Blue Mountains,54.8,19.76,26.46,14.23,728,0,14,360609,3.882321295,67.40544591666666
2014-02-01,Nepean Blue Mountains,94.4,18.79,24.61,14.38,728,0,13,360609,3.605012631,75.44635153125
2014-03-01,Nepean Blue Mountains,217.2,17.14,21.86,13.57,728,0,17,360609,4.714247287,83.48105638306451
2014-04-01,Nepean Blue Mountains,65.7,14.41,18.99,10.61,728,0,15,360609,4.159629959,79.82026195972222
2014-05-01,Nepean Blue Mountains,13.3,11.55,16.56,7.64,728,0,20,360609,5.546173279,76.1093483548387
2014-06-01,Nepean Blue Mountains,26.4,8.99,13.02,5.87,728,0,10,360609,2.77308664,79.70543879722221
2014-07-01,Nepean Blue Mountains,13.5,7.7,12.47,4.2,728,0,5,360609,1.38654332,72.8328847016129
2014-08-01,Nepean Blue Mountains,99.4,7.92,12.58,3.89,728,0,9,360609,2.495777976,79.64128866666667
2014-09-01,Nepean Blue Mountains,25.2,11.23,16.77,6.52,728,0,12,360609,3.327703967,69.66106061805556
2014-10-01,Nepean Blue Mountains,46.9,15.59,22.61,9.16,728,0,15,360609,4.159629959,60.80867106586022
2014-11-01,Nepean Blue Mountains,66.5,18.55,26.1,12.46,728,0,16,360609,4.436938623,64.90209140416667
2014-12-01,Nepean Blue Mountains,225.0,18.73,24.91,14.0,728,0,19,360609,5.268864615,73.18103456586022
2015-01-01,Nepean Blue Mountains,229.6,19.21,24.38,15.05,728,3,24,365030,6.574802071,77.40244957930108
2015-02-01,Nepean Blue Mountains,83.1,18.29,23.48,14.4,728,0,20,365030,5.479001726,80.67203258928572
2015-03-01,Nepean Blue Mountains,91.1,17.16,23.09,12.6,728,0,20,365030,5.479001726,74.73309745026882
2015-04-01,Nepean Blue Mountains,208.5,13.36,17.77,9.99,728,6,26,365030,7.122702244,82.4519144611111
2015-05-01,Nepean Blue Mountains,30.2,10.79,14.82,7.58,728,3,12,365030,3.287401036,78.50230165188172
2015-06-01,Nepean Blue Mountains,67.6,8.24,12.73,4.5,728,2,7,365030,1.917650604,84.00233121111111
2015-07-01,Nepean Blue Mountains,38.1,6.33,11.09,2.78,728,0,8,365030,2.19160069,79.81592439919355
2015-08-01,Nepean Blue Mountains,51.8,8.34,13.29,4.15,728,1,9,365030,2.465550777,74.97321525537635
2015-09-01,Nepean Blue Mountains,26.9,10.43,15.9,5.61,728,0,9,365030,2.465550777,73.00922246388889
2015-10-01,Nepean Blue Mountains,92.2,16.23,22.48,11.08,728,0,8,365030,2.19160069,70.30106450672044
2015-11-01,Nepean Blue Mountains,117.9,17.2,23.15,12.23,728,3,16,365030,4.383201381,73.1415106
2015-12-01,Nepean Blue Mountains,99.9,18.37,24.49,12.7,728,1,16,365030,4.383201381,70.09199395228494
2016-01-01,Nepean Blue Mountains,240.2,18.88,24.08,14.49,728,9,25,368182,6.790120104,76.71720194354839
2016-02-01,Nepean Blue Mountains,49.7,19.66,25.9,14.72,728,0,23,368182,6.246910495,72.75539432902299
2016-03-01,Nepean Blue Mountains,60.1,18.41,23.97,14.18,728,0,25,368182,6.790120104,75.49535432930107
2016-04-01,Nepean Blue Mountains,35.5,15.71,20.88,11.7,728,0,17,368182,4.61728167,76.32256062222223
2016-05-01,Nepean Blue Mountains,24.8,12.07,17.03,8.06,728,0,24,368182,6.518515299,71.57526789516129
2016-06-01,Nepean Blue Mountains,222.0,8.57,12.21,5.74,728,4,14,368182,3.802467258,82.14164936527779
2016-07-01,Nepean Blue Mountains,76.1,8.44,12.55,5.34,728,2,9,368182,2.444443237,80.24341108333333
2016-08-01,Nepean Blue Mountains,62.1,8.51,13.58,4.37,728,1,12,368182,3.25925765,76.25662430376345
2016-09-01,Nepean Blue Mountains,91.9,11.21,16.09,7.16,728,2,4,368182,1.086419217,75.56681946944444
2016-10-01,Nepean Blue Mountains,54.8,13.16,18.82,7.87,728,0,6,368182,1.629628825,64.64054538978495
2016-11-01,Nepean Blue Mountains,59.9,17.24,24.21,11.22,728,0,11,368182,2.987652846,62.46873913611111
2016-12-01,Nepean Blue Mountains,107.7,20.0,26.18,14.83,728,0,14,368182,3.802467258,69.74313089247312
2017-01-01,Nepean Blue Mountains,58.1,21.72,27.55,16.52,728,0,23,372346,6.177050378,74.2107641545699
2017-02-01,Nepean Blue Mountains,93.6,21.44,28.08,16.6,728,0,17,372346,4.565645931,69.98117628125
2017-03-01,Nepean Blue Mountains,306.1,17.85,22.03,14.79,728,11,14,372346,3.759943708,86.36346833467742
2017-04-01,Nepean Blue Mountains,38.7,13.27,18.09,9.08,728,4,8,372346,2.148539262,78.7496391375
2017-05-01,Nepean Blue Mountains,34.3,10.76,15.5,6.63,728,1,15,372346,4.028511116,78.83947492204301
2017-06-01,Nepean Blue Mountains,23.8,8.57,12.76,5.2,728,1,6,372346,1.611404446,82.50697937361112
2017-07-01,Nepean Blue Mountains,11.1,7.28,12.48,3.12,728,0,9,372346,2.41710667,65.50417402150538
2017-08-01,Nepean Blue Mountains,17.2,8.47,13.98,3.89,728,0,8,372346,2.148539262,62.87358998118279
2017-09-01,Nepean Blue Mountains,5.1,12.38,18.9,6.48,728,0,7,372346,1.879971854,48.81492560694445
2017-10-01,Nepean Blue Mountains,61.9,15.37,21.55,10.26,728,0,11,372346,2.954241485,71.31268359005377
2017-11-01,Nepean Blue Mountains,127.3,15.24,20.95,10.57,728,0,8,372346,2.148539262,79.58929086111111
2017-12-01,Nepean Blue Mountains,119.4,19.81,25.51,14.75,728,0,20,372346,5.371348155,70.5744767983871
2018-01-01,Nepean Blue Mountains,78.6,21.28,28.16,15.57,728,0,15,376632,3.982667431,65.83059958534946
2018-02-01,Nepean Blue Mountains,84.8,19.33,25.77,14.14,728,0,12,376632,3.186133945,70.18001492410714
2018-03-01,Nepean Blue Mountains,104.6,18.0,23.45,13.6,728,0,13,376632,3.451645107,76.03422245026881
2018-04-01,Nepean Blue Mountains,16.7,16.68,21.95,12.42,728,0,12,376632,3.186133945,72.58147975416666
2018-05-01,Nepean Blue Mountains,4.8,10.98,16.41,6.24,728,0,7,376632,1.858578135,69.58371518817204
2018-06-01,Nepean Blue Mountains,27.1,7.83,11.83,4.57,728,0,6,376632,1.593066973,80.00161209583334
2018-07-01,Nepean Blue Mountains,3.1,7.6,12.96,3.44,728,0,12,376632,3.186133945,63.37464102553764
2018-08-01,Nepean Blue Mountains,52.6,8.08,13.19,4.07,728,0,5,376632,1.32755581,64.10647335080645
2018-09-01,Nepean Blue Mountains,64.5,10.97,16.78,5.91,728,0,16,376632,4.248178593,68.3008213375
2018-10-01,Nepean Blue Mountains,120.4,13.9,19.13,9.47,728,0,9,376632,2.389600459,79.702202452957
2018-11-01,Nepean Blue Mountains,147.3,16.3,22.1,11.13,728,0,19,376632,5.04471208,67.44869255138889
2018-12-01,Nepean Blue Mountains,121.2,19.95,26.38,14.03,728,0,11,376632,2.920622783,68.27615543951613
2019-01-01,Nepean Blue Mountains,129.5,23.48,30.2,18.06,728,0,9,380786,2.363532273,72.71575833602151
2019-02-01,Nepean Blue Mountains,66.7,19.29,24.82,14.58,728,0,15,380786,3.939220455,73.89119526785714
2019-03-01,Nepean Blue Mountains,179.2,18.09,23.14,13.97,728,2,15,380786,3.939220455,77.90673086424731
2019-04-01,Nepean Blue Mountains,10.0,15.14,20.32,10.91,728,0,6,380786,1.575688182,76.39270814444444
2019-05-01,Nepean Blue Mountains,17.3,11.46,16.52,7.39,728,0,12,380786,3.151376364,72.1381389516129
2019-06-01,Nepean Blue Mountains,22.2,8.68,12.95,4.99,728,0,8,380786,2.100917576,78.22614828472221
2019-07-01,Nepean Blue Mountains,19.5,8.51,13.22,4.77,728,0,6,380786,1.575688182,71.5577933938172
2019-08-01,Nepean Blue Mountains,26.7,8.31,13.71,4.11,728,0,15,380786,3.939220455,64.19654332661291
2019-09-01,Nepean Blue Mountains,52.1,11.76,18.45,6.31,728,0,10,380786,2.62614697,61.66745499583333
2019-10-01,Nepean Blue Mountains,27.0,15.44,22.49,9.11,728,0,18,380786,4.727064545,56.537375676075264
2019-11-01,Nepean Blue Mountains,32.6,18.53,25.88,11.83,728,0,10,380786,2.62614697,50.3600073375
2019-12-01,Nepean Blue Mountains,14.8,21.12,29.35,14.19,728,0,12,380786,3.151376364,54.080984506720434
2020-01-01,Nepean Blue Mountains,97.3,21.81,28.51,16.82,728,0,20,384621,5.199924081,75.73263868548388
2020-02-01,Nepean Blue Mountains,389.7,19.27,24.0,15.5,728,2,42,384621,10.91984057,80.58501863505747
2020-03-01,Nepean Blue Mountains,163.2,16.15,20.25,12.76,728,6,13,384621,3.379950653,82.5589139798387
2020-04-01,Nepean Blue Mountains,63.9,14.36,19.33,10.29,728,1,6,384621,1.559977224,73.52265854583334
2020-05-01,Nepean Blue Mountains,41.6,10.02,14.52,6.42,728,0,9,384621,2.339965836,77.53753872983872
2020-06-01,Nepean Blue Mountains,21.6,8.62,12.78,5.4,728,0,9,384621,2.339965836,82.0958935125
2020-07-01,Nepean Blue Mountains,91.9,8.32,12.73,4.58,728,3,2,384621,0.519992408,80.19256729435483
2020-08-01,Nepean Blue Mountains,80.1,8.04,13.01,4.24,728,2,7,384621,1.819973428,70.72387155107526
2020-09-01,Nepean Blue Mountains,56.5,12.0,17.33,7.69,728,0,5,384621,1.29998102,73.0096069625
2020-10-01,Nepean Blue Mountains,171.9,14.69,20.21,10.08,728,1,6,384621,1.559977224,74.62863782930107
2020-11-01,Nepean Blue Mountains,63.1,17.75,24.41,11.85,728,1,16,384621,4.159939265,70.0651190875
2020-12-01,Nepean Blue Mountains,204.3,17.52,22.49,13.52,728,2,9,384621,2.339965836,79.57202936693548
2021-01-01,Nepean Blue Mountains,121.3,18.96,24.13,14.37,728,0,34,384234,8.848774445,74.04058358333333
2021-02-01,Nepean Blue Mountains,165.3,18.05,22.78,14.6,728,0,16,384234,4.16412915,84.81944213095238
2021-03-01,Nepean Blue Mountains,314.0,16.36,20.91,12.93,728,9,12,384234,3.123096863,81.21481292473118
2021-04-01,Nepean Blue Mountains,9.4,13.37,18.78,8.57,728,0,9,384234,2.342322647,71.37554583055557
2021-05-01,Nepean Blue Mountains,45.2,10.85,15.59,6.93,728,0,6,384234,1.561548431,76.68912111693548
2021-06-01,Nepean Blue Mountains,33.8,8.23,12.29,5.01,728,0,4,384234,1.041032288,79.85446010833334
2021-07-01,Nepean Blue Mountains,34.5,7.53,11.84,4.02,728,0,6,384234,1.561548431,74.3074267392473
2021-08-01,Nepean Blue Mountains,65.9,9.21,14.73,4.69,728,0,7,384234,1.821806503,69.99475272177419
2021-09-01,Nepean Blue Mountains,47.8,11.5,17.34,6.54,728,0,2,384234,0.520516144,65.49944817916666
2021-10-01,Nepean Blue Mountains,73.3,13.83,19.62,8.99,728,0,6,384234,1.561548431,68.73210954569893
2021-11-01,Nepean Blue Mountains,245.8,14.72,19.28,11.06,728,5,13,384234,3.383354935,82.49783803888889
2021-12-01,Nepean Blue Mountains,193.9,17.54,23.03,12.81,728,5,7,384234,1.821806503,78.94642039516128
2022-01-01,Nepean Blue Mountains,242.5,19.25,23.62,15.85,728,1,22,384070,5.728122478,87.7891059233871
2022-02-01,Nepean Blue Mountains,184.4,17.81,22.05,14.32,728,0,15,384070,3.905538053,83.8387417217262
2022-03-01,Nepean Blue Mountains,368.8,16.73,20.31,14.04,728,9,11,384070,2.864061239,88.77674582526882
2022-04-01,Nepean Blue Mountains,177.9,14.27,18.38,10.87,728,2,15,384070,3.905538053,82.70576819722221
2022-05-01,Nepean Blue Mountains,84.1,11.21,15.03,8.1,728,0,13,384070,3.384799646,82.96309759274193
2022-06-01,Nepean Blue Mountains,8.8,7.48,11.59,4.33,728,0,8,384070,2.082953628,76.73931342916667
2022-07-01,Nepean Blue Mountains,208.4,7.61,10.93,4.87,728,5,5,384070,1.301846018,81.9316829233871
2022-08-01,Nepean Blue Mountains,54.3,9.0,13.46,5.49,728,0,5,384070,1.301846018,75.51293082795699
2022-09-01,Nepean Blue Mountains,114.7,10.28,14.73,6.74,728,0,5,384070,1.301846018,78.1143302375
2022-10-01,Nepean Blue Mountains,233.0,13.16,17.46,9.76,728,2,8,384070,2.082953628,82.31673829435485
2022-11-01,Nepean Blue Mountains,67.5,14.03,19.61,8.78,728,0,8,384070,2.082953628,69.55171554444445
2022-12-01,Nepean Blue Mountains,35.3,16.33,22.17,10.93,728,0,16,384070,4.165907256,69.37278265347885
1991-01-01,Northern NSW,78.7,24.87,30.26,20.75,91,0,9,238847,3.768102593,73.14537338844086
1991-02-01,Northern NSW,95.5,24.03,29.12,20.06,91,0,6,238847,2.512068395,74.33725552678571
1991-03-01,Northern NSW,34.4,22.1,27.76,17.37,91,0,3,238847,1.256034198,69.25499479973118
1991-04-01,Northern NSW,11.2,19.46,25.44,14.19,91,0,4,238847,1.674712263,66.33414911527778
1991-05-01,Northern NSW,68.5,16.95,21.41,13.57,91,0,4,238847,1.674712263,80.57289626209678
1991-06-01,Northern NSW,59.0,14.74,20.73,9.55,91,0,2,238847,0.837356132,76.17635869166666
1991-07-01,Northern NSW,33.0,11.85,18.47,5.82,91,0,3,238847,1.256034198,68.90118576344086
1991-08-01,Northern NSW,0.0,14.75,22.43,7.8,91,0,5,238847,2.093390329,51.255886271505375
1991-09-01,Northern NSW,0.9,17.9,26.34,10.08,91,0,10,238847,4.186780659,46.21099162430555
1991-10-01,Northern NSW,23.2,20.24,27.14,14.63,91,0,5,238847,2.093390329,62.7578004126344
1991-11-01,Northern NSW,76.2,21.89,28.36,16.64,91,0,7,238847,2.930746461,65.07455893055555
1991-12-01,Northern NSW,212.7,22.32,28.14,17.39,91,18,10,238847,4.186780659,71.44985768951614
1992-01-01,Northern NSW,120.7,23.73,29.29,19.65,91,0,13,241504,5.382933616,74.84423815725808
1992-02-01,Northern NSW,185.5,23.06,27.2,19.99,91,6,7,241504,2.898502716,82.16718180603448
1992-03-01,Northern NSW,81.2,21.05,25.22,17.87,91,0,3,241504,1.24221545,80.36229818682796
1992-04-01,Northern NSW,97.1,18.51,22.41,15.49,91,8,6,241504,2.4844309,83.06990220416667
1992-05-01,Northern NSW,61.9,15.72,19.89,12.11,91,5,1,241504,0.414071817,82.3856931922043
1992-06-01,Northern NSW,13.2,12.39,17.86,7.37,91,0,2,241504,0.828143633,78.65564991666666
1992-07-01,Northern NSW,10.6,12.06,19.16,5.72,91,0,3,241504,1.24221545,71.12618515725806
1992-08-01,Northern NSW,17.7,14.24,20.99,7.95,91,0,1,241504,0.414071817,58.95855030913979
1992-09-01,Northern NSW,20.8,16.51,23.76,10.17,91,0,4,241504,1.656287266,59.41931220833333
1992-10-01,Northern NSW,46.7,18.68,25.16,13.15,91,0,5,241504,2.070359083,62.37265013373656
1992-11-01,Northern NSW,111.3,20.87,27.21,15.78,91,0,1,241504,0.414071817,67.83716282083334
1992-12-01,Northern NSW,100.6,22.08,27.65,17.66,91,0,3,241504,1.24221545,72.35366529166667
1993-01-01,Northern NSW,64.0,25.12,31.33,20.4,91,0,3,244190,1.228551538,71.59484816666667
1993-02-01,Northern NSW,44.2,24.44,30.4,19.89,91,0,7,244190,2.866620255,71.7488311220238
1993-03-01,Northern NSW,50.7,21.59,26.67,17.53,91,0,24,244190,9.828412302,71.75814885483871
1993-04-01,Northern NSW,26.6,19.56,24.94,15.18,91,0,7,244190,2.866620255,73.13018844166666
1993-05-01,Northern NSW,28.6,16.92,22.19,12.45,91,0,7,244190,2.866620255,75.31179338844086
1993-06-01,Northern NSW,18.8,13.76,19.71,8.19,91,0,4,244190,1.638068717,69.98130035694444
1993-07-01,Northern NSW,112.7,15.14,19.69,11.12,91,0,2,244190,0.819034358,82.1359313077957
1993-08-01,Northern NSW,50.7,14.63,21.17,8.75,91,0,2,244190,0.819034358,68.79924841263441
1993-09-01,Northern NSW,33.4,16.41,22.61,10.95,91,0,1,244190,0.409517179,67.00634619166667
1993-10-01,Northern NSW,57.4,19.55,25.64,14.25,91,0,2,244190,0.819034358,64.30800813306452
1993-11-01,Northern NSW,20.9,21.45,27.89,16.36,91,0,7,244190,2.866620255,65.30108794722223
1993-12-01,Northern NSW,95.1,23.14,29.29,17.79,91,0,2,244190,0.819034358,64.04442087163979
1994-01-01,Northern NSW,77.4,25.63,31.46,20.94,91,0,5,246906,2.025062169,63.80109804569893
1994-02-01,Northern NSW,142.9,22.65,27.21,18.83,91,0,15,246906,6.075186508,77.89222695386904
1994-03-01,Northern NSW,161.7,19.65,23.46,16.64,91,9,8,246906,3.240099471,82.35161846370968
1994-04-01,Northern NSW,20.6,18.51,23.24,14.48,91,0,4,246906,1.620049736,74.99260777916668
1994-05-01,Northern NSW,31.6,15.32,21.9,9.54,91,0,6,246906,2.430074603,70.07989995430108
1994-06-01,Northern NSW,15.1,13.13,19.38,7.38,91,0,7,246906,2.835087037,69.85297507222222
1994-07-01,Northern NSW,9.4,12.22,18.95,5.86,91,0,3,246906,1.215037302,66.67797677419355
1994-08-01,Northern NSW,33.6,12.8,19.94,6.17,91,0,4,246906,1.620049736,65.13051200134409
1994-09-01,Northern NSW,25.9,16.51,24.38,9.41,91,0,6,246906,2.430074603,52.43049953125
1994-10-01,Northern NSW,45.1,19.4,26.79,13.04,91,0,2,246906,0.810024868,58.53119240860215
1994-11-01,Northern NSW,43.2,23.12,29.81,17.25,91,0,5,246906,2.025062169,59.59845343888889
1994-12-01,Northern NSW,123.6,22.74,28.6,17.87,91,0,6,246906,2.430074603,69.43542307526882
1995-01-01,Northern NSW,83.2,22.74,27.98,18.83,91,0,5,249652,2.002787881,73.62976671505376
1995-02-01,Northern NSW,166.4,22.34,26.56,19.03,91,5,10,249652,4.005575761,76.41445005654762
1995-03-01,Northern NSW,85.1,22.18,27.58,17.97,91,5,13,249652,5.20724849,73.10194071102151
1995-04-01,Northern NSW,36.2,18.54,23.96,13.89,91,0,10,249652,4.005575761,69.53295789027777
1995-05-01,Northern NSW,52.5,16.51,20.69,12.99,91,0,9,249652,3.605018185,79.4511082594086
1995-06-01,Northern NSW,26.5,13.62,18.56,9.45,91,0,2,249652,0.801115152,72.34801179027778
1995-07-01,Northern NSW,2.5,12.47,19.29,6.32,91,0,0,249652,0.0,59.59101564919355
1995-08-01,Northern NSW,5.3,15.2,22.57,8.57,91,0,4,249652,1.602230305,60.94902236693548
1995-09-01,Northern NSW,22.5,17.25,24.13,11.26,91,0,4,249652,1.602230305,63.90789911527777
1995-10-01,Northern NSW,36.3,19.84,26.21,14.22,91,0,11,249652,4.406133338,62.81616836827957
1995-11-01,Northern NSW,138.5,23.05,29.36,17.7,91,0,11,249652,4.406133338,68.00464109166667
1995-12-01,Northern NSW,78.3,22.8,28.96,17.76,91,0,6,249652,2.403345457,66.78690938037634
1996-01-01,Northern NSW,288.2,23.64,28.68,19.73,91,4,10,252429,3.961509969,78.95432920026882
1996-02-01,Northern NSW,85.7,22.63,27.91,18.58,91,0,12,252429,4.753811963,73.2833165775862
1996-03-01,Northern NSW,53.6,20.95,25.43,17.55,91,0,17,252429,6.734566948,76.15918425537635
1996-04-01,Northern NSW,21.8,19.16,25.06,13.9,91,0,13,252429,5.14996296,71.73038599305555
1996-05-01,Northern NSW,369.8,16.11,19.81,12.63,91,13,11,252429,4.357660966,86.32453845295699
1996-06-01,Northern NSW,72.7,14.05,18.62,10.19,91,2,3,252429,1.188452991,81.13933814444445
1996-07-01,Northern NSW,24.0,11.94,17.96,6.52,91,0,9,252429,3.565358972,70.7936382123656
1996-08-01,Northern NSW,44.1,13.96,20.94,7.85,91,0,1,252429,0.396150997,66.18452467741935
1996-09-01,Northern NSW,40.3,16.92,24.63,10.07,91,0,3,252429,1.188452991,61.779979904166666
1996-10-01,Northern NSW,27.2,19.11,25.43,13.67,91,0,14,252429,5.546113957,65.3544147782258
1996-11-01,Northern NSW,103.2,21.48,28.26,15.89,91,0,12,252429,4.753811963,63.71191989097222
1996-12-01,Northern NSW,149.9,22.12,27.78,17.74,91,0,17,252429,6.734566948,74.15892396370968
1997-01-01,Northern NSW,81.2,21.57,25.93,17.89,91,0,10,255237,3.91792726,73.45988619489248
1997-02-01,Northern NSW,233.0,24.06,29.36,19.92,91,13,23,255237,9.011232697,77.21123604166667
1997-03-01,Northern NSW,74.0,22.21,27.13,18.09,91,1,21,255237,8.227647246,77.02472009946236
1997-04-01,Northern NSW,13.4,19.3,25.02,14.26,91,0,11,255237,4.309719986,73.09028156527778
1997-05-01,Northern NSW,111.1,16.18,20.52,12.48,91,0,9,255237,3.526134534,82.12320011693548
1997-06-01,Northern NSW,42.6,13.31,18.63,8.6,91,0,6,255237,2.350756356,79.43525971944445
1997-07-01,Northern NSW,28.2,12.81,17.74,8.39,91,0,3,255237,1.175378178,77.68375936962366
1997-08-01,Northern NSW,9.0,13.76,20.49,7.38,91,0,7,255237,2.742549082,65.11412242473118
1997-09-01,Northern NSW,61.5,17.02,22.99,11.75,91,0,7,255237,2.742549082,69.06274174444445
1997-10-01,Northern NSW,82.0,19.46,26.02,13.87,91,4,5,255237,1.95896363,68.01817554166666
1997-11-01,Northern NSW,116.5,22.94,29.4,18.04,91,0,10,255237,3.91792726,75.43805409861112
1997-12-01,Northern NSW,67.2,25.41,31.48,20.79,91,0,25,255237,9.794818149,69.45592442741936
1998-01-01,Northern NSW,69.6,24.93,30.35,20.52,91,0,23,258076,8.912103411,71.03953790188172
1998-02-01,Northern NSW,92.7,24.91,30.34,20.58,91,0,23,258076,8.912103411,75.480414125
1998-03-01,Northern NSW,25.1,23.91,29.93,18.97,91,0,28,258076,10.8495172,70.80478713709678
1998-04-01,Northern NSW,93.6,20.41,24.91,16.65,91,0,27,258076,10.46203444,77.39325014166667
1998-05-01,Northern NSW,53.1,16.5,21.73,11.76,91,0,16,258076,6.199724112,77.4208812405914
1998-06-01,Northern NSW,36.1,14.2,19.38,9.73,91,0,3,258076,1.162448271,75.69518783888888
1998-07-01,Northern NSW,47.4,13.48,18.34,9.13,91,0,9,258076,3.487344813,76.00991208870968
1998-08-01,Northern NSW,60.6,14.86,19.66,10.79,91,1,1,258076,0.387482757,77.70489554301075
1998-09-01,Northern NSW,66.6,17.72,22.87,13.04,91,3,6,258076,2.324896542,75.13807624861111
1998-10-01,Northern NSW,39.7,20.03,26.54,14.24,91,0,13,258076,5.037275841,64.07877652284945
1998-11-01,Northern NSW,97.4,19.66,25.0,15.38,91,0,19,258076,7.362172383,72.73572368333333
1998-12-01,Northern NSW,136.0,22.82,28.53,18.26,91,14,25,258076,9.687068925,74.02714422715054
1999-01-01,Northern NSW,165.8,23.11,27.71,19.49,91,1,21,260946,8.047642041,79.36225496774193
1999-02-01,Northern NSW,184.0,22.23,26.16,19.33,91,9,22,260946,8.43086309,81.39608361904762
1999-03-01,Northern NSW,158.1,21.85,26.48,18.23,91,7,17,260946,6.514757843,81.26616496908602
1999-04-01,Northern NSW,83.8,17.79,22.57,13.69,91,1,23,260946,8.81408414,76.70577788472222
1999-05-01,Northern NSW,76.4,16.41,20.76,12.97,91,0,9,260946,3.448989446,82.67379073655914
1999-06-01,Northern NSW,79.8,12.6,17.38,8.46,91,0,7,260946,2.682547347,81.22159546944444
1999-07-01,Northern NSW,107.7,13.19,17.67,9.49,91,1,6,260946,2.299326297,79.80336802150538
1999-08-01,Northern NSW,69.9,13.35,18.81,8.65,91,0,6,260946,2.299326297,76.80386154032259
1999-09-01,Northern NSW,20.7,16.07,22.05,10.89,91,0,7,260946,2.682547347,74.61077544166666
1999-10-01,Northern NSW,104.7,19.49,24.81,15.07,91,0,6,260946,2.299326297,74.787603875
1999-11-01,Northern NSW,70.3,18.93,23.67,14.74,91,0,11,260946,4.215431545,70.90817672916667
1999-12-01,Northern NSW,88.2,20.39,25.56,15.82,91,0,8,260946,3.065768397,74.00183314784945
2000-01-01,Northern NSW,62.4,21.99,27.11,18.19,91,0,15,263848,5.685091416,75.09402564784946
2000-02-01,Northern NSW,31.4,21.72,26.66,17.49,91,0,10,263848,3.790060944,74.17688746408047
2000-03-01,Northern NSW,76.2,22.16,26.85,18.59,91,0,15,263848,5.685091416,80.55612409005377
2000-04-01,Northern NSW,62.5,19.19,23.64,15.78,91,0,8,263848,3.032048755,79.61794148472222
2000-05-01,Northern NSW,58.5,15.93,20.62,12.03,91,2,21,263848,7.959127983,76.43306919354838
2000-06-01,Northern NSW,12.2,12.54,18.2,7.62,91,0,8,263848,3.032048755,72.17590477083333
2000-07-01,Northern NSW,9.1,12.89,19.75,6.77,91,0,6,263848,2.274036567,66.37678994489248
2000-08-01,Northern NSW,13.3,13.72,20.45,7.79,91,0,6,263848,2.274036567,63.13102647580644
2000-09-01,Northern NSW,9.1,19.48,27.89,11.98,91,0,6,263848,2.274036567,54.59297966111112
2000-10-01,Northern NSW,49.5,19.65,25.65,14.43,91,0,13,263848,4.927079227,65.75601327016129
2000-11-01,Northern NSW,121.8,19.92,24.85,15.84,91,0,23,263848,8.717140172,77.30175238333334
2000-12-01,Northern NSW,88.5,23.41,29.38,18.7,91,0,17,263848,6.443103605,71.93567430107527
2001-01-01,Northern NSW,96.9,23.92,29.83,19.24,91,0,26,266783,9.745748417,72.63360719489248
2001-02-01,Northern NSW,203.8,22.8,27.9,18.57,91,9,27,266783,10.12058489,76.7337857202381
2001-03-01,Northern NSW,184.0,21.92,26.16,18.8,91,7,24,266783,8.996075462,80.76773101478494
2001-04-01,Northern NSW,32.6,18.73,23.47,14.71,91,0,16,266783,5.997383641,79.58471490416666
2001-05-01,Northern NSW,73.2,15.06,20.42,10.34,91,2,19,266783,7.121893074,78.04096763037634
2001-06-01,Northern NSW,14.6,13.9,19.64,8.75,91,0,10,266783,3.748364776,78.68673562361111
2001-07-01,Northern NSW,37.7,12.74,19.09,6.99,91,1,4,266783,1.49934591,73.0099604704301
2001-08-01,Northern NSW,10.7,13.44,20.33,7.09,91,0,5,266783,1.874182388,62.58003190188172
2001-09-01,Northern NSW,16.0,16.65,23.16,11.12,91,0,9,266783,3.373528298,68.20176060694445
2001-10-01,Northern NSW,31.6,20.15,27.44,13.6,91,0,6,266783,2.249018866,57.355436473118274
2001-11-01,Northern NSW,94.9,20.74,26.91,15.71,91,0,19,266783,7.121893074,67.7970750125
2001-12-01,Northern NSW,46.9,24.89,31.97,19.39,91,0,19,266783,7.121893074,63.02030046236559
2002-01-01,Northern NSW,35.9,24.55,30.6,20.1,91,0,36,269713,13.34752125,66.15151466666667
2002-02-01,Northern NSW,70.6,23.96,28.92,20.05,91,0,24,269713,8.898347503,71.9673387797619
